cve_mun_full,Municipio,NOM_MUN_CLEAN,temp_media_anual,ZON_TER,marginacion,electricidad_pct,computadoras_pct,internet_pct,infra_adaptada_pct,material_adaptado_pct,agua_potable_pct,lavabo_manos_pct,indice_infra_sep,escuelas_infied,luz_con_pct_infied,agua_red_pct_infied,bebederos_con_pct_infied,techumbre_con_pct_infied,ambito_urbano_pct_infied,ambito_rural_pct_infied,ambito_predominante_infied,control_predominante_infied
10004,NOMBRE DE DIOS,Cuencamé,15.0,Templado,77.1,88.6,60.0,14.3,22.9,10.0,77.1,77.1,0.5,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
10005,SAN DIMAS,Durango,15.0,Templado,Muy bajo,94.5,82.7,52.9,45.8,22.5,88.3,88.8,0.7,19.0,100.0,89.47,36.84,47.37,36.84,63.16,RURAL,PÚBLICO
10005,SAN DIMAS,Durango,15.0,Templado,88.8,94.5,82.7,52.9,45.8,22.5,88.3,88.8,0.7,19.0,100.0,89.47,36.84,47.37,36.84,63.16,RURAL,PÚBLICO
10006,SANTIAGO PAPASQUIARO,General Simón Bolívar,17.0,Templado,Medio,94.6,62.2,8.1,16.2,5.4,81.1,75.7,0.5,,,,,,,,,
10006,SANTIAGO PAPASQUIARO,General Simón Bolívar,17.0,Templado,75.7,94.6,62.2,8.1,16.2,5.4,81.1,75.7,0.5,,,,,,,,,
10007,TAMAZULA,Gómez Palacio,21.0,Semicálido,Muy bajo,94.4,68.0,36.7,36.4,19.1,96.9,93.7,0.6,3.0,100.0,100.0,66.67,100.0,0.0,100.0,RURAL,PÚBLICO
10007,TAMAZULA,Gómez Palacio,21.0,Semicálido,93.7,94.4,68.0,36.7,36.4,19.1,96.9,93.7,0.6,3.0,100.0,100.0,66.67,100.0,0.0,100.0,RURAL,PÚBLICO
10008,VICENTE GUERRERO,Guadalupe Victoria,15.0,Templado,Muy bajo,97.8,84.4,37.8,40.0,13.3,93.3,84.4,0.6,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
10008,VICENTE GUERRERO,Guadalupe Victoria,15.0,Templado,84.4,97.8,84.4,37.8,40.0,13.3,93.3,84.4,0.6,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
11001,ACÁMBARO,Abasolo,17.0,Templado,Bajo,97.4,65.5,40.5,32.8,17.2,95.7,97.4,0.6,5.0,100.0,100.0,40.0,0.0,40.0,60.0,RURAL,PÚBLICO
11002,APASEO EL ALTO,Acámbaro,15.0,Templado,Muy bajo,98.7,67.5,43.0,36.4,19.9,93.4,97.4,0.7,7.0,100.0,85.71,28.57,71.43,57.14,42.86,URBANO,PÚBLICO
11003,APASEO EL GRANDE,San Miguel de Allende,15.0,Templado,Bajo,95.3,74.8,34.9,28.4,16.9,87.1,91.4,0.6,6.0,100.0,50.0,16.67,16.67,33.33,66.67,RURAL,PÚBLICO
11004,CELAYA,Apaseo el Alto,15.0,Templado,Muy bajo,98.9,69.1,35.1,34.0,19.1,100.0,97.9,0.6,2.0,100.0,50.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
11005,COMONFORT,Apaseo el Grande,17.0,Templado,Muy bajo,91.0,54.0,38.0,38.0,18.0,97.0,96.0,0.6,,,,,,,,,
11006,CORONEO,Atarjea,15.0,Templado,Alto,100.0,80.6,93.5,35.5,6.5,38.7,83.9,0.6,2.0,100.0,0.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
11007,DOCTOR MORA,Celaya,15.0,Templado,Muy bajo,96.7,60.1,62.8,51.8,27.0,97.0,97.0,0.7,7.0,100.0,100.0,42.86,28.57,28.57,71.43,RURAL,PÚBLICO
11008,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,Manuel Doblado,19.0,Semicálido,Bajo,93.1,69.0,21.8,23.0,9.2,83.9,95.4,0.6,2.0,100.0,100.0,50.0,50.0,50.0,50.0,RURAL,PÚBLICO
11009,GUANAJUATO,Comonfort,15.0,Templado,Medio,94.9,56.1,30.6,30.6,10.2,82.7,92.9,0.6,8.0,100.0,87.5,50.0,50.0,25.0,75.0,RURAL,PÚBLICO
11010,IRAPUATO,Coroneo,15.0,Templado,Bajo,100.0,75.0,37.5,50.0,12.5,100.0,100.0,0.7,,,,,,,,,
11011,JERÉCUARO,Cortazar,17.0,Templado,Muy bajo,93.5,64.9,53.2,46.8,20.8,96.1,97.4,0.7,2.0,100.0,100.0,0.0,0.0,50.0,50.0,RURAL,PÚBLICO
11012,LEÓN,Cuerámaro,19.0,Semicálido,Bajo,100.0,47.6,16.7,47.6,16.7,100.0,100.0,0.6,,,,,,,,,
11013,MOROLEÓN,Doctor Mora,15.0,Templado,Bajo,98.1,85.2,100.0,44.4,3.7,100.0,96.3,0.8,,,,,,,,,
11014,OCAMPO,Dolores Hidalgo Cuna de la Independencia Nacional,17.0,Templado,,,,,,,,,,10.0,100.0,90.0,30.0,40.0,30.0,70.0,RURAL,PÚBLICO
11015,PÉNJAMO,Guanajuato,15.0,Templado,Muy bajo,98.9,69.1,43.1,36.5,26.5,85.6,96.7,0.7,3.0,100.0,100.0,33.33,100.0,100.0,0.0,URBANO,PÚBLICO
11016,PURÍSIMA DEL RINCÓN,Huanímaro,17.0,Templado,Bajo,100.0,64.9,18.9,24.3,2.7,100.0,100.0,0.6,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
11017,SALAMANCA,Irapuato,17.0,Templado,Muy bajo,98.7,59.9,53.6,46.4,26.1,96.6,96.3,0.7,24.0,100.0,91.67,29.17,29.17,37.5,62.5,RURAL,PÚBLICO
11018,SALVATIERRA,Jaral del Progreso,17.0,Templado,Muy bajo,97.0,84.8,48.5,45.5,36.4,100.0,97.0,0.7,1.0,100.0,100.0,100.0,0.0,0.0,100.0,RURAL,PÚBLICO
11019,SAN FELIPE,Jerécuaro,15.0,Templado,Medio,97.2,64.1,14.8,19.7,11.3,81.0,89.4,0.5,,,,,,,,,
11020,SAN FRANCISCO DEL RINCÓN,León,19.0,Semicálido,Muy bajo,96.5,57.9,59.1,56.2,29.5,92.1,96.1,0.7,32.0,100.0,96.88,71.88,40.62,59.38,40.62,URBANO,PÚBLICO
11021,SAN JOSÉ ITURBIDE,Moroleón,15.0,Templado,Muy bajo,100.0,72.0,50.0,60.0,34.0,100.0,98.0,0.7,2.0,100.0,100.0,50.0,50.0,100.0,0.0,URBANO,PÚBLICO
11022,SAN LUIS DE LA PAZ,Ocampo,13.0,Templado,Bajo,94.0,76.0,42.0,36.0,16.0,92.0,88.0,0.6,2.0,100.0,100.0,50.0,0.0,0.0,100.0,RURAL,PÚBLICO
11023,SAN MIGUEL DE ALLENDE,Pénjamo,17.0,Templado,Bajo,93.4,53.3,17.2,22.8,12.6,85.8,94.7,0.5,10.0,100.0,70.0,10.0,10.0,10.0,90.0,RURAL,PÚBLICO
11024,SANTA CATARINA,Pueblo Nuevo,19.0,Semicálido,Bajo,100.0,68.2,45.5,31.8,18.2,100.0,100.0,0.7,2.0,100.0,50.0,50.0,0.0,0.0,100.0,RURAL,PÚBLICO
11025,SANTIAGO MARAVATÍO,Purísima del Rincón,19.0,Semicálido,Muy bajo,98.7,41.6,48.1,55.8,14.3,96.1,98.7,0.6,4.0,100.0,100.0,50.0,50.0,25.0,75.0,RURAL,PÚBLICO
11026,SILAO DE LA VICTORIA,Romita,19.0,Semicálido,Bajo,100.0,69.3,30.7,41.6,16.8,96.0,98.0,0.6,2.0,100.0,100.0,50.0,100.0,100.0,0.0,URBANO,PÚBLICO
11027,TARANDACUAO,Salamanca,17.0,Templado,Muy bajo,93.8,58.8,53.5,58.0,29.6,94.2,97.3,0.7,31.0,100.0,90.32,29.03,45.16,29.03,70.97,RURAL,PÚBLICO
11028,TIERRA BLANCA,Salvatierra,15.0,Templado,Muy bajo,99.0,60.2,55.3,33.0,15.5,96.1,99.0,0.7,2.0,100.0,100.0,50.0,0.0,50.0,50.0,RURAL,PÚBLICO
11029,URIANGATO,San Diego de la Unión,15.0,Templado,Medio,96.0,68.0,17.0,27.0,23.0,91.0,93.0,0.6,2.0,100.0,50.0,50.0,50.0,0.0,100.0,RURAL,PÚBLICO
11030,VALLE DE SANTIAGO,San Felipe,15.0,Templado,Medio,96.3,66.4,25.5,26.6,19.2,76.8,93.4,0.6,6.0,100.0,83.33,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
11031,VICTORIA,San Francisco del Rincón,19.0,Semicálido,Muy bajo,98.5,53.8,44.7,43.2,14.4,95.5,98.5,0.6,10.0,100.0,90.0,70.0,10.0,50.0,50.0,RURAL,PÚBLICO
11032,VILLAGRÁN,San José Iturbide,13.0,Templado,Muy bajo,99.1,65.8,76.3,50.0,14.9,98.2,97.4,0.7,4.0,100.0,100.0,75.0,50.0,25.0,75.0,RURAL,PÚBLICO
11033,YURIRIA,San Luis de la Paz,15.0,Templado,Bajo,97.4,74.7,79.4,43.8,11.9,87.6,96.4,0.7,8.0,100.0,87.5,50.0,50.0,12.5,87.5,RURAL,PÚBLICO
12001,ACAPULCO DE JUÁREZ,Acapulco de Juárez,27.0,Muy cálido,Bajo,95.4,54.3,34.2,22.3,14.2,73.6,74.5,0.5,31.0,100.0,77.42,41.94,87.1,58.06,41.94,URBANO,PÚBLICO
12002,ARCELIA,Ahuacuotzingo,19.0,Semicálido,Muy alto,90.2,35.4,0.0,0.0,1.2,47.6,47.6,0.3,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
12003,ATOYAC DE ÁLVAREZ,Ajuchitlán del Progreso,17.0,Templado,Muy alto,86.6,33.9,4.5,1.8,0.0,41.1,52.7,0.3,7.0,100.0,42.86,0.0,85.71,0.0,100.0,RURAL,PÚBLICO
12004,AYUTLA DE LOS LIBRES,Alcozauca de Guerrero,23.0,Cálido,Muy alto,87.2,46.8,6.4,2.1,2.1,51.1,31.9,0.3,13.0,100.0,84.62,7.69,15.38,7.69,92.31,RURAL,PÚBLICO
12005,CHILAPA DE ÁLVAREZ,Alpoyeca,23.0,Cálido,Medio,84.6,61.5,7.7,0.0,0.0,69.2,53.8,0.4,4.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
12006,CHILPANCINGO DE LOS BRAVO,Apaxtla,27.0,Muy cálido,Alto,90.0,23.3,0.0,3.3,0.0,56.7,63.3,0.3,2.0,100.0,100.0,50.0,50.0,0.0,100.0,RURAL,PÚBLICO
12007,COYUCA DE BENÍTEZ,Arcelia,25.0,Cálido,Medio,96.9,46.9,9.2,4.1,6.1,50.0,62.2,0.4,6.0,100.0,83.33,16.67,83.33,16.67,83.33,RURAL,PÚBLICO
12008,EDUARDO NERI,Atenango del Río,27.0,Muy cálido,Alto,100.0,50.0,0.0,3.8,3.8,65.4,69.2,0.4,2.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
12009,FLORENCIO VILLARREAL,Atlamajalcingo del Monte,19.0,Semicálido,Muy alto,94.4,33.3,0.0,0.0,0.0,33.3,22.2,0.3,14.0,100.0,57.14,0.0,35.71,0.0,100.0,RURAL,PÚBLICO
12010,HUAMUXTITLÁN,Atlixtac,23.0,Cálido,Muy alto,96.4,34.5,1.2,6.0,1.2,42.9,34.5,0.3,13.0,100.0,61.54,0.0,23.08,15.38,84.62,RURAL,PÚBLICO
12011,HUITZUCO DE LOS FIGUEROA,Atoyac de Álvarez,27.0,Muy cálido,Medio,96.0,44.0,10.7,6.0,5.3,58.7,62.0,0.4,14.0,100.0,100.0,21.43,64.29,7.14,92.86,RURAL,PÚBLICO
12012,IGUALA DE LA INDEPENDENCIA,Ayutla de los Libres,27.0,Muy cálido,Muy alto,93.0,31.4,4.1,4.7,4.1,43.0,51.7,0.3,39.0,100.0,35.9,2.56,43.59,7.69,92.31,RURAL,PÚBLICO
12013,JUAN R. ESCUDERO,Azoyú,27.0,Muy cálido,Alto,94.6,45.9,2.7,8.1,2.7,67.6,56.8,0.4,2.0,100.0,50.0,0.0,50.0,0.0,100.0,RURAL,PÚBLICO
12014,MARQUELIA,Benito Juárez,27.0,Muy cálido,Bajo,95.2,61.9,19.0,28.6,19.0,61.9,76.2,0.5,4.0,100.0,100.0,0.0,75.0,25.0,75.0,RURAL,PÚBLICO
12015,OLINALÁ,Buenavista de Cuéllar,25.0,Cálido,Bajo,100.0,73.9,17.4,21.7,21.7,95.7,91.3,0.6,6.0,100.0,83.33,16.67,100.0,33.33,66.67,RURAL,PÚBLICO
12016,OMETEPEC,Coahuayutla de José María Izazaga,23.0,Cálido,Muy alto,94.2,42.0,0.0,0.0,0.0,18.8,29.0,0.3,,,,,,,,,
12017,PETATLÁN,Cocula,27.0,Muy cálido,Medio,94.4,50.0,8.3,8.3,5.6,72.2,66.7,0.4,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
12018,PUNGARABATO,Copala,27.0,Muy cálido,Alto,96.7,30.0,0.0,6.7,6.7,73.3,63.3,0.4,,,,,,,,,
12019,SAN MARCOS,Copalillo,23.0,Cálido,Muy alto,100.0,21.6,2.7,2.7,0.0,51.4,51.4,0.3,10.0,100.0,70.0,0.0,90.0,20.0,80.0,RURAL,PÚBLICO
12020,TAXCO DE ALARCÓN,Copanatoyac,13.0,Templado,Muy alto,92.9,46.4,0.0,0.0,0.0,33.9,42.9,0.3,30.0,100.0,50.0,0.0,26.67,0.0,100.0,RURAL,PÚBLICO
12021,TECOANAPA,Coyuca de Benítez,27.0,Muy cálido,Alto,90.0,32.9,7.9,7.1,2.1,59.3,73.6,0.4,5.0,100.0,60.0,20.0,60.0,0.0,100.0,RURAL,PÚBLICO
12022,TÉCPAN DE GALEANA,Coyuca de Catalán,21.0,Semicálido,Alto,89.0,27.6,7.1,5.5,3.1,39.4,50.4,0.3,3.0,100.0,33.33,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
12023,TELOLOAPAN,Cuajinicuilapa,27.0,Muy cálido,Alto,93.5,37.0,13.0,4.3,4.3,73.9,67.4,0.4,,,,,,,,,
12024,TIXTLA DE GUERRERO,Cualác,19.0,Semicálido,Alto,100.0,44.0,0.0,16.0,8.0,56.0,48.0,0.4,7.0,100.0,71.43,0.0,28.57,0.0,100.0,RURAL,PÚBLICO
12025,TLAPA DE COMONFORT,Cuautepec,27.0,Muy cálido,Muy alto,97.6,33.3,0.0,2.4,0.0,54.8,50.0,0.3,3.0,100.0,100.0,0.0,66.67,0.0,100.0,RURAL,PÚBLICO
12026,TLAPEHUALA,Cuetzala del Progreso,25.0,Cálido,Muy alto,100.0,62.5,4.2,8.3,4.2,41.7,70.8,0.4,3.0,100.0,33.33,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
12027,ZIHUATANEJO DE AZUETA,Cutzamala de Pinzón,25.0,Cálido,Alto,97.4,24.4,2.6,3.8,1.3,52.6,60.3,0.3,6.0,100.0,100.0,0.0,33.33,0.0,100.0,RURAL,PÚBLICO
13001,ACTOPAN,Acatlán,15.0,Templado,Medio,98.0,75.5,22.4,22.4,14.3,83.7,83.7,0.6,,,,,,,,,
13002,AGUA BLANCA DE ITURBIDE,Acaxochitlán,15.0,Templado,Alto,96.6,62.1,23.0,19.5,20.7,85.1,82.8,0.6,,,,,,,,,
13003,AJACUBA,Actopan,15.0,Templado,Muy bajo,90.9,72.7,42.9,29.9,23.4,90.9,79.2,0.6,,,,,,,,,
13004,APAN,Agua Blanca de Iturbide,15.0,Templado,Medio,90.6,56.3,21.9,15.6,18.8,84.4,81.3,0.5,,,,,,,,,
13005,ATITALAQUIA,Ajacuba,15.0,Templado,Muy bajo,94.4,77.8,16.7,33.3,16.7,100.0,77.8,0.6,,,,,,,,,
13006,ATLAPEXCO,Alfajayucan,15.0,Templado,Medio,97.9,66.7,20.8,10.4,14.6,95.8,87.5,0.6,,,,,,,,,
13007,ATOTONILCO DE TULA,Almoloya,13.0,Templado,Bajo,95.2,52.4,19.0,19.0,23.8,81.0,66.7,0.5,,,,,,,,,
13008,ATOTONILCO EL GRANDE,Apan,13.0,Templado,Muy bajo,92.2,68.6,39.2,19.6,11.8,86.3,82.4,0.6,,,,,,,,,
13009,CUAUTEPEC DE HINOJOSA,El Arenal,15.0,Templado,Bajo,95.8,83.3,4.2,4.2,12.5,91.7,91.7,0.5,,,,,,,,,
13010,FRANCISCO I. MADERO,Atitalaquia,15.0,Templado,Muy bajo,100.0,94.7,73.7,78.9,15.8,100.0,89.5,0.8,,,,,,,,,
13011,HUEJUTLA DE REYES,Atlapexco,23.0,Cálido,Medio,100.0,51.1,2.1,6.4,10.6,72.3,89.4,0.5,,,,,,,,,
13012,HUICHAPAN,Atotonilco el Grande,15.0,Templado,Bajo,95.8,40.8,11.3,19.7,11.3,85.9,78.9,0.5,,,,,,,,,
13013,IXMIQUILPAN,Atotonilco de Tula,15.0,Templado,Muy bajo,97.9,59.6,38.3,48.9,12.8,87.2,89.4,0.6,,,,,,,,,
13014,JACALA DE LEDEZMA,Calnali,23.0,Cálido,Medio,92.5,45.0,2.5,2.5,15.0,75.0,85.0,0.5,,,,,,,,,
13015,METZTITLÁN,Cardonal,15.0,Templado,Bajo,98.4,74.2,43.5,6.5,14.5,96.8,87.1,0.6,,,,,,,,,
13016,MINERAL DE LA REFORMA,Cuautepec de Hinojosa,15.0,Templado,Bajo,91.3,57.6,13.0,23.9,20.7,87.0,90.2,0.5,,,,,,,,,
13017,MIXQUIAHUALA DE JUÁREZ,Chapantongo,15.0,Templado,Medio,92.9,71.4,10.7,10.7,14.3,100.0,89.3,0.6,,,,,,,,,
13018,OMITLÁN DE JUÁREZ,Chapulhuacán,23.0,Cálido,Medio,89.9,31.5,2.2,5.6,21.3,64.0,83.1,0.4,,,,,,,,,
13019,PACHUCA DE SOTO,Chilcuautla,15.0,Templado,Bajo,100.0,93.3,30.0,36.7,10.0,90.0,83.3,0.6,,,,,,,,,
13020,SAN AGUSTÍN TLAXIACA,Eloxochitlán,19.0,Semicálido,Medio,93.3,33.3,6.7,6.7,26.7,80.0,93.3,0.5,,,,,,,,,
13021,SANTIAGO DE ANAYA,Emiliano Zapata,11.0,Semifrio,Muy bajo,100.0,44.4,0.0,22.2,11.1,100.0,77.8,0.5,,,,,,,,,
13022,TECOZAUTLA,Epazoyucan,15.0,Templado,Bajo,95.0,50.0,15.0,25.0,20.0,85.0,95.0,0.6,,,,,,,,,
13023,TENANGO DE DORIA,Francisco I. Madero,15.0,Templado,Muy bajo,100.0,73.7,31.6,44.7,7.9,100.0,81.6,0.6,,,,,,,,,
13024,TEPEAPULCO,Huasca de Ocampo,15.0,Templado,Bajo,100.0,41.3,19.6,15.2,26.1,95.7,91.3,0.6,,,,,,,,,
13025,TEPEJI DEL RÍO DE OCAMPO,Huautla,23.0,Cálido,Alto,98.7,65.3,6.7,1.3,5.3,44.0,85.3,0.4,,,,,,,,,
13026,TEZONTEPEC DE ALDAMA,Huazalingo,23.0,Cálido,Alto,94.9,38.5,0.0,2.6,10.3,79.5,87.2,0.4,,,,,,,,,
13027,TIZAYUCA,Huehuetla,17.0,Templado,Alto,87.0,58.4,5.2,6.5,5.2,40.3,62.3,0.4,,,,,,,,,
13028,TLANCHINOL,Huejutla de Reyes,23.0,Cálido,Medio,96.1,50.0,9.5,11.2,13.8,69.4,74.6,0.5,,,,,,,,,
13029,TLAXCOAPAN,Huichapan,15.0,Templado,Bajo,97.0,73.1,25.4,10.4,11.9,95.5,92.5,0.6,,,,,,,,,
13030,TOLCAYUCA,Ixmiquilpan,15.0,Templado,Bajo,98.0,74.5,20.1,14.8,9.4,90.6,84.6,0.6,,,,,,,,,
13031,TULA DE ALLENDE,Jacala de Ledezma,23.0,Cálido,Medio,95.2,42.9,7.1,4.8,19.0,66.7,71.4,0.4,,,,,,,,,
13032,TULANCINGO DE BRAVO,Jaltocán,23.0,Cálido,Medio,100.0,55.0,5.0,10.0,5.0,75.0,85.0,0.5,,,,,,,,,
13033,ZACUALTIPÁN DE ÁNGELES,Juárez Hidalgo,23.0,Cálido,Medio,100.0,62.5,0.0,0.0,0.0,100.0,100.0,0.5,,,,,,,,,
13034,ZAPOTLÁN DE JUÁREZ,Lolotla,23.0,Cálido,Alto,82.9,48.8,7.3,2.4,7.3,73.2,82.9,0.4,,,,,,,,,
13035,ZIMAPÁN,Metepec,15.0,Templado,Bajo,100.0,37.0,7.4,7.4,3.7,96.3,74.1,0.5,,,,,,,,,
14001,ACATLÁN DE JUÁREZ,Acatic,19.0,Semicálido,Muy bajo,93.6,44.7,61.7,27.7,6.4,80.9,91.5,0.6,,,,,,,,,
14002,AMATITÁN,Acatlán de Juárez,19.0,Semicálido,Muy bajo,93.8,68.8,75.0,50.0,12.5,93.8,93.8,0.7,,,,,,,,,
14003,AMECA,Ahualulco de Mercado,21.0,Semicálido,Muy bajo,100.0,56.5,73.9,30.4,8.7,100.0,100.0,0.7,,,,,,,,,
14004,ARANDAS,Amacueca,19.0,Semicálido,Bajo,87.5,50.0,50.0,50.0,12.5,100.0,100.0,0.6,,,,,,,,,
14005,AUTLÁN DE NAVARRO,Amatitán,19.0,Semicálido,Muy bajo,100.0,70.0,55.0,20.0,5.0,100.0,100.0,0.6,,,,,,,,,
14006,CASIMIRO CASTILLO,Ameca,19.0,Semicálido,Muy bajo,97.9,60.6,36.2,17.0,6.4,91.5,88.3,0.6,,,,,,,,,
14007,CHAPALA,San Juanito de Escobedo,21.0,Semicálido,Muy bajo,100.0,60.0,53.3,13.3,6.7,100.0,100.0,0.6,,,,,,,,,
14008,CIHUATLÁN,Arandas,19.0,Semicálido,Muy bajo,95.9,45.1,50.0,22.1,12.3,86.9,90.2,0.6,,,,,,,,,
14009,ETZATLÁN,El Arenal,19.0,Semicálido,Muy bajo,100.0,52.4,52.4,38.1,14.3,90.5,81.0,0.6,,,,,,,,,
14010,GUADALAJARA,Atemajac de Brizuela,19.0,Semicálido,Bajo,100.0,28.6,28.6,21.4,21.4,78.6,92.9,0.5,,,,,,,,,
14011,HUEJUQUILLA EL ALTO,Atengo,19.0,Semicálido,Bajo,94.1,70.6,23.5,17.6,5.9,94.1,100.0,0.6,,,,,,,,,
14012,IXTLAHUACÁN DE LOS MEMBRILLOS,Atenguillo,13.0,Templado,Muy bajo,100.0,50.0,35.7,21.4,21.4,100.0,100.0,0.6,,,,,,,,,
14013,JOCOTEPEC,Atotonilco el Alto,17.0,Templado,Muy bajo,100.0,57.1,40.5,26.2,15.5,98.8,91.7,0.6,,,,,,,,,
14014,LA BARCA,Atoyac,19.0,Semicálido,Bajo,72.7,45.5,40.9,18.2,9.1,100.0,81.8,0.5,,,,,,,,,
14015,LAGOS DE MORENO,Autlán de Navarro,25.0,Cálido,Muy bajo,97.4,59.7,61.0,24.7,11.7,98.7,94.8,0.6,,,,,,,,,
14016,MASCOTA,Ayotlán,17.0,Templado,Bajo,100.0,50.0,59.4,25.0,6.3,96.9,87.5,0.6,,,,,,,,,
14017,OCOTLÁN,Ayutla,17.0,Templado,Muy bajo,98.0,64.7,35.3,27.5,19.6,92.2,88.2,0.6,,,,,,,,,
14018,PUERTO VALLARTA,La Barca,17.0,Templado,Muy bajo,98.6,50.7,81.7,19.7,9.9,98.6,93.0,0.6,,,,,,,,,
14019,SAN JULIÁN,Bolaños,17.0,Templado,Muy alto,53.5,23.3,4.7,7.0,2.3,41.9,44.2,0.3,,,,,,,,,
14020,SAN MIGUEL EL ALTO,Cabo Corrientes,25.0,Cálido,Bajo,95.7,32.6,15.2,6.5,15.2,80.4,91.3,0.5,,,,,,,,,
14021,SAN PEDRO TLAQUEPAQUE,Casimiro Castillo,25.0,Cálido,Muy bajo,97.0,42.4,48.5,21.2,9.1,93.9,87.9,0.6,,,,,,,,,
14022,TAPALPA,Cihuatlán,25.0,Cálido,Muy bajo,97.6,54.8,35.7,21.4,7.1,92.9,88.1,0.6,,,,,,,,,
14023,TEPATITLÁN DE MORELOS,Zapotlán el Grande,21.0,Semicálido,Muy bajo,97.2,73.6,77.8,51.4,26.4,100.0,97.2,0.7,,,,,,,,,
14024,TEQUILA,Cocula,19.0,Semicálido,Muy bajo,97.7,60.5,69.8,34.9,11.6,100.0,95.3,0.7,,,,,,,,,
14025,TLAJOMULCO DE ZÚÑIGA,Colotlán,15.0,Templado,Muy bajo,100.0,54.1,32.4,24.3,8.1,97.3,91.9,0.6,,,,,,,,,
14026,TONALÁ,Concepción de Buenos Aires,19.0,Semicálido,Muy bajo,100.0,72.7,45.5,27.3,9.1,90.9,90.9,0.6,,,,,,,,,
