cve_mun_full,NOM_MUN_CLEAN,temp_media_anual,ZON_TER
14033,Degollado,19.0,Semicálido
14034,Ejutla,23.0,Cálido
14035,Encarnación de Díaz,15.0,Templado
14036,Etzatlán,21.0,Semicálido
14037,El Grullo,23.0,Cálido
14038,Guachinango,17.0,Templado
14040,Hostotipaquillo,21.0,Semicálido
14068,Villa Purificación,25.0,Cálido
14069,Quitupan,21.0,Semicálido
14084,Talpa de Allende,25.0,Cálido
14085,Tamazula de Gordiano,21.0,Semicálido
14111,Valle de Guadalupe,19.0,Semicálido
14115,Villa Guerrero,21.0,Semicálido
14116,Villa Hidalgo,15.0,Templado
14117,Cañadas de Obregón,19.0,Semicálido
14118,Yahualica de González Gallo,19.0,Semicálido
14119,Zacoalco de Torres,19.0,Semicálido
14010,Atemajac de Brizuela,19.0,Semicálido
14013,Atotonilco el Alto,17.0,Templado
14014,Atoyac,19.0,Semicálido
14015,Autlán de Navarro,25.0,Cálido
14016,Ayotlán,17.0,Templado
14067,Puerto Vallarta,19.0,Semicálido
14012,Atenguillo,13.0,Templado
14125,San Ignacio Cerro Gordo,15.0,Templado
15036,Hueypoxtla,15.0,Templado
15040,Ixtapan de la Sal,21.0,Semicálido
15042,Ixtlahuaca,9.0,Semifrio
15062,Ocoyoacac,13.0,Templado
15003,Aculco,15.0,Templado
15005,Almoloya de Juárez,9.0,Semifrio
15010,Apaxco,15.0,Templado
15099,Texcoco,15.0,Templado
15009,Amecameca,15.0,Templado
15085,Temascalcingo,15.0,Templado
15088,Tenancingo,21.0,Semicálido
15034,Ecatzingo,17.0,Templado
15041,Ixtapan del Oro,19.0,Semicálido
15031,Chimalhuacán,15.0,Templado
15121,Cuautitlán Izcalli,15.0,Templado
15122,Valle de Chalco Solidaridad,15.0,Templado
15015,Atlautla,17.0,Templado
15016,Axapusco,15.0,Templado
15017,Ayapango,15.0,Templado
15018,Calimaya,7.0,Semifrio
15070,La Paz,15.0,Templado
15071,Polotitlán,15.0,Templado
15072,Rayón,13.0,Templado
15073,San Antonio la Isla,13.0,Templado
15024,Cuautitlán,15.0,Templado
15093,Tepetlaoxtoc,15.0,Templado
15079,Soyaniquilpan de Juárez,15.0,Templado
15026,Chapa de Mota,15.0,Templado
15094,Tepetlixpa,19.0,Semicálido
15029,Chicoloapan,15.0,Templado
15090,Tenango del Valle,15.0,Templado
15081,Tecámac,15.0,Templado
15067,Otzolotepec,7.0,Semifrio
15123,Luvianos,25.0,Cálido
15021,Coatepec Harinas,19.0,Semicálido
15103,Tlalmanalco,15.0,Templado
15108,Tultepec,15.0,Templado
15111,Villa de Allende,11.0,Semifrio
15112,Villa del Carbón,15.0,Templado
15104,Tlalnepantla de Baz,15.0,Templado
15063,Ocuilan,19.0,Semicálido
15068,Ozumba,19.0,Semicálido
15077,San Simón de Guerrero,21.0,Semicálido
15096,Tequixquiac,15.0,Templado
15107,Tonatico,23.0,Cálido
15001,Acambay de Ruíz Castañeda,15.0,Templado
15008,Amatepec,25.0,Cálido
15109,Tultitlán,15.0,Templado
15118,Zinacantepec,7.0,Semifrio
15078,Santo Tomás,23.0,Cálido
15080,Sultepec,25.0,Cálido
15082,Tejupilco,25.0,Cálido
15086,Temascaltepec,23.0,Cálido
15028,Chiautla,15.0,Templado
15002,Acolman,15.0,Templado
15004,Almoloya de Alquisiras,19.0,Semicálido
15011,Atenco,15.0,Templado
15013,Atizapán de Zaragoza,15.0,Templado
15014,Atlacomulco,11.0,Semifrio
15019,Capulhuac,13.0,Templado
15059,Nextlalpan,15.0,Templado
15092,Teotihuacán,15.0,Templado
15057,Naucalpan de Juárez,15.0,Templado
15084,Temascalapa,15.0,Templado
15089,Tenango del Aire,15.0,Templado
15054,Metepec,13.0,Templado
15056,Morelos,11.0,Semifrio
15058,Nezahualcóyotl,15.0,Templado
15046,Jilotzingo,11.0,Semifrio
15105,Tlatlaya,25.0,Cálido
15106,Toluca,7.0,Semifrio
15110,Valle de Bravo,17.0,Templado
15116,Zacazonapan,23.0,Cálido
15119,Zumpahuacán,23.0,Cálido
15120,Zumpango,15.0,Templado
15065,Otumba,15.0,Templado
15035,Huehuetoca,15.0,Templado
15037,Huixquilucan,15.0,Templado
15038,Isidro Fabela,11.0,Semifrio
15039,Ixtapaluca,15.0,Templado
15075,San Martín de las Pirámides,15.0,Templado
15091,Teoloyucan,15.0,Templado
15043,Xalatlaco,13.0,Templado
15047,Jiquipilco,7.0,Semifrio
15048,Jocotitlán,11.0,Semifrio
15051,Lerma,9.0,Semifrio
15113,Villa Guerrero,21.0,Semicálido
15114,Villa Victoria,11.0,Semifrio
15007,Amanalco,17.0,Templado
15095,Tepotzotlán,13.0,Templado
15097,Texcaltitlán,17.0,Templado
15032,Donato Guerra,19.0,Semicálido
15033,Ecatepec de Morelos,15.0,Templado
15102,Timilpan,11.0,Semifrio
15087,Temoaya,7.0,Semifrio
15069,Papalotla,15.0,Templado
15012,Atizapán,13.0,Templado
15060,Nicolás Romero,7.0,Semifrio
15061,Nopaltepec,15.0,Templado
15064,El Oro,11.0,Semifrio
15066,Otzoloapan,23.0,Cálido
15025,Chalco,15.0,Templado
15074,San Felipe del Progreso,11.0,Semifrio
15044,Jaltenco,15.0,Templado
15049,Joquicingo,15.0,Templado
15052,Malinalco,23.0,Cálido
15050,Juchitepec,15.0,Templado
15101,Tianguistenco,13.0,Templado
15045,Jilotepec,15.0,Templado
15115,Xonacatlán,7.0,Semifrio
15117,Zacualpan,21.0,Semicálido
15124,San José del Rincón,9.0,Semifrio
15125,Tonanitla,15.0,Templado
15006,Almoloya del Río,13.0,Templado
15020,Coacalco de Berriozábal,15.0,Templado
15022,Cocotitlán,15.0,Templado
15027,Chapultepec,13.0,Templado
15030,Chiconcuac,15.0,Templado
15053,Melchor Ocampo,15.0,Templado
15055,Mexicaltzingo,13.0,Templado
15076,San Mateo Atenco,13.0,Templado
15083,Temamatla,15.0,Templado
15098,Texcalyacac,13.0,Templado
15100,Tezoyuca,15.0,Templado
15023,Coyotepec,15.0,Templado
16097,Turicato,27.0,Muy cálido
16098,Tuxpan,17.0,Templado
16111,Ziracuaretiro,21.0,Semicálido
16112,Zitácuaro,21.0,Semicálido
16094,Tlazazalca,15.0,Templado
16095,Tocumbo,25.0,Cálido
16096,Tumbiscatío,25.0,Cálido
16113,José Sixto Verduzco,17.0,Templado
16084,Tangamandapio,19.0,Semicálido
16085,Tangancícuaro,15.0,Templado
16038,Huetamo,,Muy cálido
16031,Epitacio Huerta,15.0,Templado
16032,Erongarícuaro,13.0,Templado
16033,Gabriel Zamora,27.0,Muy cálido
16073,Quiroga,15.0,Templado
16092,Tiquicheo de Nicolás Romero,27.0,Muy cálido
16093,Tlalpujahua,11.0,Semifrio
16100,Tzintzuntzan,15.0,Templado
16101,Tzitzio,27.0,Muy cálido
16009,Ario,25.0,Cálido
16010,Arteaga,27.0,Muy cálido
16011,Briseñas,19.0,Semicálido
16025,Chilchota,15.0,Templado
16026,Chinicuila,25.0,Cálido
16088,Tarímbaro,15.0,Templado
16089,Tepalcatepec,23.0,Cálido
16039,Huiramba,13.0,Templado
16040,Indaparapeo,15.0,Templado
16041,Irimbo,17.0,Templado
16042,Ixtlán,19.0,Semicálido
16043,Jacona,15.0,Templado
16044,Jiménez,15.0,Templado
16045,Jiquilpan,19.0,Semicálido
16046,Juárez,25.0,Cálido
16047,Jungapeo,21.0,Semicálido
16048,Lagunillas,15.0,Templado
16049,Madero,25.0,Cálido
16050,Maravatío,13.0,Templado
16051,Marcos Castellanos,19.0,Semicálido
16052,Lázaro Cárdenas,27.0,Muy cálido
16053,Morelia,13.0,Templado
16062,Pajacuarán,19.0,Semicálido
16063,Panindícuaro,15.0,Templado
16064,Parácuaro,27.0,Muy cálido
16065,Paracho,11.0,Semifrio
16066,Pátzcuaro,13.0,Templado
16069,La Piedad,19.0,Semicálido
16070,Purépero,15.0,Templado
16071,Puruándiro,15.0,Templado
16074,Cojumatlán de Régules,19.0,Semicálido
16077,San Lucas,,Muy cálido
16078,Santa Ana Maya,19.0,Semicálido
16079,Salvador Escalante,21.0,Semicálido
16080,Senguio,11.0,Semifrio
16081,Susupuato,23.0,Cálido
16082,Tacámbaro,23.0,Cálido
16083,Tancítaro,17.0,Templado
16013,Carácuaro,27.0,Muy cálido
16012,Buenavista,27.0,Muy cálido
16056,Nahuatzen,11.0,Semifrio
16008,Aquila,27.0,Muy cálido
16029,Churumuco,,Muy cálido
16030,Ecuandureo,19.0,Semicálido
16055,Múgica,27.0,Muy cálido
16027,Chucándiro,15.0,Templado
16028,Churintzio,19.0,Semicálido
16068,Peribán,23.0,Cálido
16099,Tuzantla,27.0,Muy cálido
16106,Yurécuaro,19.0,Semicálido
16107,Zacapu,13.0,Templado
16108,Zamora,19.0,Semicálido
16109,Zináparo,19.0,Semicálido
16110,Zinapécuaro,15.0,Templado
16034,Hidalgo,19.0,Semicálido
16075,Los Reyes,23.0,Cálido
16076,Sahuayo,19.0,Semicálido
16105,Vista Hermosa,19.0,Semicálido
16024,Cherán,13.0,Templado
16035,La Huacana,23.0,Cálido
16036,Huandacareo,15.0,Templado
16037,Huaniqueo,15.0,Templado
16001,Acuitzio,13.0,Templado
16002,Aguililla,21.0,Semicálido
16003,Álvaro Obregón,17.0,Templado
16004,Angamacutiro,17.0,Templado
16005,Angangueo,11.0,Semifrio
16006,Apatzingán,23.0,Cálido
16007,Aporo,17.0,Templado
16102,Uruapan,23.0,Cálido
16103,Venustiano Carranza,19.0,Semicálido
16104,Villamar,19.0,Semicálido
16057,Nocupétaro,23.0,Cálido
16058,Nuevo Parangaricutiro,21.0,Semicálido
16059,Nuevo Urecho,27.0,Muy cálido
16060,Numarán,19.0,Semicálido
16061,Ocampo,17.0,Templado
16087,Taretan,23.0,Cálido
16018,Copándaro,15.0,Templado
16019,Cotija,21.0,Semicálido
16020,Cuitzeo,15.0,Templado
16021,Charapan,13.0,Templado
16022,Charo,15.0,Templado
16067,Penjamillo,15.0,Templado
16072,Queréndaro,13.0,Templado
16086,Tanhuato,19.0,Semicálido
16014,Coahuayana,23.0,Cálido
16015,Coalcomán de Vázquez Pallares,25.0,Cálido
16016,Coeneo,15.0,Templado
16017,Contepec,15.0,Templado
16023,Chavinda,19.0,Semicálido
16054,Morelos,15.0,Templado
16090,Tingambato,15.0,Templado
16091,Tingüindín,19.0,Semicálido
17004,Ayala,23.0,Cálido
17015,Miacatlán,19.0,Semicálido
17031,Zacatepec,23.0,Cálido
17017,Puente de Ixtla,25.0,Cálido
17003,Axochiapan,23.0,Cálido
17008,Emiliano Zapata,23.0,Cálido
17016,Ocuituco,19.0,Semicálido
17022,Tetela del Volcán,19.0,Semicálido
17036,Hueyapan,19.0,Semicálido
17014,Mazatepec,25.0,Cálido
17018,Temixco,23.0,Cálido
17029,Yautepec,19.0,Semicálido
17028,Xochitepec,23.0,Cálido
17001,Amacuzac,25.0,Cálido
17025,Tlaquiltenango,25.0,Cálido
17027,Totolapan,19.0,Semicálido
17024,Tlaltizapán de Zapata,23.0,Cálido
17009,Huitzilac,19.0,Semicálido
17012,Jojutla,25.0,Cálido
17011,Jiutepec,21.0,Semicálido
17020,Tepoztlán,19.0,Semicálido
17002,Atlatlahucan,19.0,Semicálido
17006,Cuautla,23.0,Cálido
17010,Jantetelco,23.0,Cálido
17013,Jonacatepec de Leandro Valle,23.0,Cálido
17019,Tepalcingo,23.0,Cálido
17021,Tetecala,23.0,Cálido
17026,Tlayacapan,19.0,Semicálido
17030,Yecapixtla,19.0,Semicálido
17005,Coatlán del Río,23.0,Cálido
17007,Cuernavaca,19.0,Semicálido
17035,Xoxocotla,23.0,Cálido
17032,Zacualpan de Amilpas,19.0,Semicálido
17033,Temoac,21.0,Semicálido
17023,Tlalnepantla,19.0,Semicálido
17034,Coatetelco,23.0,Cálido
18008,Xalisco,19.0,Semicálido
18017,Tepic,17.0,Templado
18001,Acaponeta,21.0,Semicálido
18015,Santiago Ixcuintla,23.0,Cálido
18006,Ixtlán del Río,21.0,Semicálido
18009,Del Nayar,27.0,Muy cálido
18011,Ruíz,23.0,Cálido
18004,Compostela,25.0,Cálido
18005,Huajicori,23.0,Cálido
18019,La Yesca,25.0,Cálido
18020,Bahía de Banderas,23.0,Cálido
18002,Ahuacatlán,23.0,Cálido
18010,Rosamorada,23.0,Cálido
18012,San Blas,21.0,Semicálido
18016,Tecuala,25.0,Cálido
18018,Tuxpan,25.0,Cálido
18003,Amatlán de Cañas,21.0,Semicálido
18007,Jala,19.0,Semicálido
18013,San Pedro Lagunillas,25.0,Cálido
18014,Santa María del Oro,21.0,Semicálido
19038,Montemorelos,15.0,Templado
19025,General Zuazua,23.0,Cálido
19045,Salinas Victoria,19.0,Semicálido
19028,Higueras,19.0,Semicálido
19051,Villaldama,19.0,Semicálido
19015,Doctor Coss,23.0,Cálido
19016,Doctor González,23.0,Cálido
19018,García,17.0,Templado
19009,Cadereyta Jiménez,23.0,Cálido
19002,Agualeguas,23.0,Cálido
19003,Los Aldamas,23.0,Cálido
19004,Allende,21.0,Semicálido
19005,Anáhuac,23.0,Cálido
19021,General Escobedo,19.0,Semicálido
19022,General Terán,21.0,Semicálido
19023,General Treviño,23.0,Cálido
19012,Ciénega de Flores,21.0,Semicálido
19013,China,23.0,Cálido
19014,Doctor Arroyo,19.0,Semicálido
19017,Galeana,15.0,Templado
19001,Abasolo,19.0,Semicálido
19024,General Zaragoza,13.0,Templado
19037,Mina,15.0,Templado
19039,Monterrey,15.0,Templado
19040,Parás,23.0,Cálido
19041,Pesquería,23.0,Cálido
19042,Los Ramones,23.0,Cálido
19044,Sabinas Hidalgo,23.0,Cálido
19046,San Nicolás de los Garza,19.0,Semicálido
19048,Santa Catarina,15.0,Templado
19007,Aramberri,15.0,Templado
19011,Cerralvo,23.0,Cálido
19049,Santiago,13.0,Templado
19020,General Bravo,23.0,Cálido
19027,Los Herreras,23.0,Cálido
19019,San Pedro Garza García,15.0,Templado
19032,Lampazos de Naranjo,23.0,Cálido
19033,Linares,17.0,Templado
19034,Marín,23.0,Cálido
19050,Vallecillo,23.0,Cálido
19031,Juárez,23.0,Cálido
19029,Hualahuises,23.0,Cálido
19008,Bustamante,19.0,Semicálido
19010,El Carmen,17.0,Templado
19030,Iturbide,11.0,Semifrio
19035,Melchor Ocampo,23.0,Cálido
19036,Mier y Noriega,19.0,Semicálido
19043,Rayones,17.0,Templado
19047,Hidalgo,19.0,Semicálido
19026,Guadalupe,23.0,Cálido
19006,Apodaca,23.0,Cálido
20481,Santiago Nuyoó,23.0,Cálido
20484,Santiago Tamazola,19.0,Semicálido
20380,Santa Cruz Papalutla,19.0,Semicálido
20493,Santiago Tillo,17.0,Templado
20497,Santiago Yaitepec,19.0,Semicálido
20498,Santiago Yaveo,21.0,Semicálido
20508,Santo Domingo Chihuitán,27.0,Muy cálido
20408,Santa María del Rosario,17.0,Templado
20027,Chiquihuitlán de Benito Juárez,17.0,Templado
20028,Heroica Ciudad de Ejutla de Crespo,19.0,Semicálido
20510,Santo Domingo Ixcatlán,19.0,Semicálido
20514,Santo Domingo Roayaga,17.0,Templado
20517,Santo Domingo Tepuxtepec,19.0,Semicálido
20518,Santo Domingo Tlatayápam,15.0,Templado
20521,Santo Domingo Tonaltepec,15.0,Templado
20318,San Pedro Mixtepec,21.0,Semicálido
20264,San Miguel Chicahua,15.0,Templado
20284,San Miguel Tilquiápam,17.0,Templado
20523,Santo Domingo Yanhuitlán,17.0,Templado
20524,Santo Domingo Yodohino,17.0,Templado
20304,San Pedro Coxcaltepec Cántaros,17.0,Templado
20286,San Miguel Tlacotepec,17.0,Templado
20410,Santa María Ecatepec,23.0,Cálido
20288,San Miguel Yotao,15.0,Templado
20305,San Pedro Comitancillo,27.0,Muy cálido
20378,Santa Cruz Mixtepec,15.0,Templado
20311,San Pedro Jaltepetongo,15.0,Templado
20312,San Pedro Jicayán,25.0,Cálido
20313,San Pedro Jocotipac,15.0,Templado
20235,San Luis Amatlán,21.0,Semicálido
20295,San Pablo Huixtepec,17.0,Templado
20359,Santa Ana Yareni,19.0,Semicálido
20368,Santa Catarina Minas,17.0,Templado
20225,San Lorenzo,25.0,Cálido
20248,San Mateo del Mar,27.0,Muy cálido
20315,San Pedro Mártir,19.0,Semicálido
20053,Magdalena Tlacotepec,27.0,Muy cálido
20300,San Pedro Amuzgos,27.0,Muy cálido
20316,San Pedro Mártir Quiechapa,15.0,Templado
20301,San Pedro Apóstol,21.0,Semicálido
20321,San Pedro Nopala,15.0,Templado
20302,San Pedro Atoyac,25.0,Cálido
20451,Santiago Apoala,15.0,Templado
20333,San Pedro Totolápam,21.0,Semicálido
20334,Villa de Tututepec,25.0,Cálido
20303,San Pedro Cajonos,17.0,Templado
20319,San Pedro Mixtepec,13.0,Templado
20435,Santa María Tepantlali,23.0,Cálido
20437,Santa María Tlahuitoltepec,17.0,Templado
20441,Santa María Xadani,27.0,Muy cálido
20446,Santa María Yucuhiti,23.0,Cálido
20447,Santa María Zacatepec,19.0,Semicálido
20469,Santiago Juxtlahuaca,25.0,Cálido
20307,San Pedro Huamelula,27.0,Muy cálido
20308,San Pedro Huilotepec,27.0,Muy cálido
20331,San Pedro Tidaá,11.0,Semifrio
20509,Santo Domingo de Morelos,23.0,Cálido
20511,Santo Domingo Nuxaá,17.0,Templado
20513,Santo Domingo Petapa,23.0,Cálido
20314,San Pedro Juchatengo,19.0,Semicálido
20562,Magdalena Yodocono de Porfirio Díaz,11.0,Semifrio
20317,San Pedro Mártir Yucuxaco,15.0,Templado
20075,Reforma de Pineda,27.0,Muy cálido
20322,San Pedro Ocopetatillo,15.0,Templado
20456,Santiago Cacaloxtepec,21.0,Semicálido
20457,Santiago Camotlán,17.0,Templado
20323,San Pedro Ocotepec,17.0,Templado
20343,San Sebastián Abasolo,19.0,Semicálido
20480,Santiago Nundiche,17.0,Templado
20482,Santiago Pinotepa Nacional,25.0,Cálido
20325,San Pedro Quiatoni,25.0,Cálido
20360,Santa Ana Zegache,19.0,Semicálido
20228,San Lorenzo Cuaunecuiltitla,15.0,Templado
20326,San Pedro Sochiápam,23.0,Cálido
20328,San Pedro Taviche,17.0,Templado
20271,San Miguel Mixtepec,15.0,Templado
20205,San Juan Lalana,21.0,Semicálido
20278,San Miguel Soyaltepec,23.0,Cálido
20229,San Lorenzo Texmelúcan,19.0,Semicálido
20335,San Pedro Yaneri,15.0,Templado
20170,San José Lachiguiri,15.0,Templado
20230,San Lorenzo Victoria,19.0,Semicálido
20165,San José Ayuquila,21.0,Semicálido
20327,San Pedro Tapanatepec,27.0,Muy cálido
20336,San Pedro Yólox,15.0,Templado
20329,San Pedro Teozacoalco,17.0,Templado
20330,San Pedro Teutila,19.0,Semicálido
20167,San José del Peñasco,15.0,Templado
20340,San Pedro y San Pablo Tequixtepec,19.0,Semicálido
20193,San Juan del Estado,19.0,Semicálido
20202,San Juan Lachao,23.0,Cálido
20214,San Juan Quiotepec,21.0,Semicálido
20339,San Pedro y San Pablo Teposcolula,13.0,Templado
20341,San Pedro Yucunama,15.0,Templado
20216,San Juan Tabaá,21.0,Semicálido
20217,San Juan Tamazola,17.0,Templado
20227,San Lorenzo Cacaotepec,19.0,Semicálido
20342,San Raymundo Jalpan,21.0,Semicálido
20570,Zimatlán de Álvarez,19.0,Semicálido
20236,San Marcial Ozolotepec,21.0,Semicálido
20237,San Marcos Arteaga,17.0,Templado
20261,San Miguel Amatitlán,17.0,Templado
20262,San Miguel Amatlán,11.0,Semifrio
20266,San Miguel del Puerto,27.0,Muy cálido
20277,Villa Sola de Vega,25.0,Cálido
20253,San Mateo Piñas,21.0,Semicálido
20254,San Mateo Río Hondo,23.0,Cálido
20272,San Miguel Panixtlahuaca,25.0,Cálido
20273,San Miguel Peras,15.0,Templado
20275,San Miguel Quetzaltepec,19.0,Semicálido
20345,San Sebastián Ixcapa,27.0,Muy cálido
20287,San Miguel Tulancingo,15.0,Templado
20291,San Pablo Coatlán,23.0,Cálido
20298,San Pablo Villa de Mitla,15.0,Templado
20346,San Sebastián Nicananduta,15.0,Templado
20349,San Sebastián Teitipac,19.0,Semicálido
20181,San Juan Bautista Suchitepec,15.0,Templado
20197,San Juan Guelavía,19.0,Semicálido
20182,San Juan Bautista Tlacoatzintepec,23.0,Cálido
20199,San Juan Ihualtepec,19.0,Semicálido
20231,San Lucas Camotlán,17.0,Templado
20239,San Martín Huamelúlpam,17.0,Templado
20265,San Miguel Chimalapa,27.0,Muy cálido
20044,Loma Bonita,25.0,Cálido
20338,Villa de Etla,19.0,Semicálido
20344,San Sebastián Coatlán,21.0,Semicálido
20191,San Juan Chicomezúchil,15.0,Templado
20366,Santa Catarina Loxicha,23.0,Cálido
20377,Santa Cruz Itundujia,27.0,Muy cálido
20018,Concepción Buenavista,15.0,Templado
20036,Guevea de Humboldt,23.0,Cálido
20404,Santa María Chachoápam,15.0,Templado
20407,Santa María Chimalapa,23.0,Cálido
20005,Asunción Ixtaltepec,27.0,Muy cálido
20249,San Mateo Yoloxochitlán,17.0,Templado
20256,San Mateo Tlapiltepec,15.0,Templado
20183,San Juan Bautista Tlachichilco,19.0,Semicálido
20347,San Sebastián Río Hondo,13.0,Templado
20348,San Sebastián Tecomaxtlahuaca,21.0,Semicálido
20356,Santa Ana del Valle,19.0,Semicálido
20406,Santa María Chilchotla,15.0,Templado
20350,San Sebastián Tutla,19.0,Semicálido
20357,Santa Ana Tavela,19.0,Semicálido
20352,San Simón Zahuatlán,17.0,Templado
20353,Santa Ana,15.0,Templado
20354,Santa Ana Ateixtlahuaca,17.0,Templado
20502,Santiago Zacatepec,17.0,Templado
20355,Santa Ana Cuauhtémoc,15.0,Templado
20297,San Pablo Tijaltepec,23.0,Cálido
20242,San Martín Peras,17.0,Templado
20130,San Dionisio del Mar,27.0,Muy cálido
20150,San Francisco Telixtlahuaca,19.0,Semicálido
20279,San Miguel Suchixtepec,19.0,Semicálido
20260,San Miguel Aloápam,15.0,Templado
20299,San Pablo Yaganiza,17.0,Templado
20031,Tamazulápam del Espíritu Santo,19.0,Semicálido
20401,Santa María Colotepec,21.0,Semicálido
20503,Santiago Zoochila,19.0,Semicálido
20223,San Juan Yatzona,17.0,Templado
20174,Ánimas Trujano,19.0,Semicálido
20362,Santa Catarina Cuixtla,15.0,Templado
20358,Santa Ana Tlapacoyan,17.0,Templado
20361,Santa Catalina Quierí,11.0,Semifrio
20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",15.0,Templado
20367,Santa Catarina Mechoacán,25.0,Cálido
20363,Santa Catarina Ixtepeji,17.0,Templado
20373,Santa Catarina Zapoquila,13.0,Templado
20369,Santa Catarina Quiané,19.0,Semicálido
20569,Santa Inés de Zaragoza,17.0,Templado
20370,Santa Catarina Tayata,17.0,Templado
20381,Santa Cruz Tacache de Mina,25.0,Cálido
20372,Santa Catarina Yosonotú,17.0,Templado
20179,San Juan Bautista Jayacatlán,17.0,Templado
20374,Santa Cruz Acatepec,15.0,Templado
20379,Santa Cruz Nundaco,13.0,Templado
20375,Santa Cruz Amilpas,19.0,Semicálido
20376,Santa Cruz de Bravo,17.0,Templado
20382,Santa Cruz Tacahua,19.0,Semicálido
20500,Santiago Yosondúa,23.0,Cálido
20056,Mártires de Tacubaya,27.0,Muy cálido
20196,San Juan Evangelista Analco,17.0,Templado
20383,Santa Cruz Tayata,17.0,Templado
20418,Santa María Jalapa del Marqués,27.0,Muy cálido
20057,Matías Romero Avendaño,23.0,Cálido
20058,Mazatlán Villa de Flores,25.0,Cálido
20059,Miahuatlán de Porfirio Díaz,15.0,Templado
20177,San Juan Bautista Cuicatlán,21.0,Semicálido
20293,San Pablo Etla,19.0,Semicálido
20189,San Juan Comaltepec,17.0,Templado
20384,Santa Cruz Xitla,15.0,Templado
20064,Nejapa de Madero,19.0,Semicálido
20104,San Antonino el Alto,15.0,Templado
20387,Santa Gertrudis,19.0,Semicálido
20203,San Juan Lachigalla,15.0,Templado
20388,Santa Inés del Monte,19.0,Semicálido
20423,Santa María Nduayaco,11.0,Semifrio
20468,Santiago Jocotepec,23.0,Cálido
20470,Santiago Lachiguiri,27.0,Muy cálido
20204,San Juan Lajarcia,23.0,Cálido
20192,San Juan Chilateca,19.0,Semicálido
20420,Santa María Lachixío,13.0,Templado
20390,Santa Lucía del Camino,19.0,Semicálido
20391,Santa Lucía Miahuatlán,21.0,Semicálido
20430,Santa María Tataltepec,21.0,Semicálido
20392,Santa Lucía Monteverde,23.0,Cálido
20393,Santa Lucía Ocotlán,19.0,Semicálido
20394,Santa María Alotepec,19.0,Semicálido
20395,Santa María Apazco,15.0,Templado
20396,Santa María la Asunción,19.0,Semicálido
20400,Santa María Camotlán,15.0,Templado
20402,Santa María Cortijo,27.0,Muy cálido
20405,Villa de Chilapa de Díaz,15.0,Templado
20432,Santa María Temaxcalapa,17.0,Templado
20409,Santa María del Tule,19.0,Semicálido
20411,Santa María Guelacé,19.0,Semicálido
20412,Santa María Guienagati,27.0,Muy cálido
20414,Santa María Huazolotitlán,25.0,Cálido
20415,Santa María Ipalapa,25.0,Cálido
20416,Santa María Ixcatlán,15.0,Templado
20421,Santa María Mixtequilla,27.0,Muy cálido
20433,Santa María Temaxcaltepec,23.0,Cálido
20425,Santa María Pápalo,19.0,Semicálido
20436,Santa María Texcatitlán,15.0,Templado
20429,Santa María Sola,17.0,Templado
20431,Santa María Tecomavaca,15.0,Templado
