cve_mun_full,NOM_MUN_CLEAN,temp_media_anual,ZON_TER
20434,Santa María Teopoxco,13.0,Templado
20438,Santa María Tlalixtac,15.0,Templado
20442,Santa María Yalina,21.0,Semicálido
20444,Santa María Yolotepec,21.0,Semicálido
20245,San Martín Zacatepec,23.0,Cálido
20443,Santa María Yavesía,11.0,Semifrio
20445,Santa María Yosoyúa,17.0,Templado
20448,Santa María Zaniza,23.0,Cálido
20246,San Mateo Cajonos,17.0,Templado
20276,San Miguel Santa Flor,13.0,Templado
20449,Santa María Zoquitlán,17.0,Templado
20452,Santiago Apóstol,19.0,Semicálido
20462,Santiago Huajolotitlán,15.0,Templado
20250,San Mateo Etlatongo,17.0,Templado
20453,Santiago Astata,27.0,Muy cálido
20251,San Mateo Nejápam,23.0,Cálido
20215,San Juan Sayultepec,17.0,Templado
20281,San Miguel Tecomatlán,17.0,Templado
20463,Santiago Huauclilla,17.0,Templado
20454,Santiago Atitlán,17.0,Templado
20455,Santiago Ayuquililla,21.0,Semicálido
20458,Santiago Comaltepec,17.0,Templado
20461,Santiago del Río,15.0,Templado
20051,Magdalena Teitipac,19.0,Semicálido
20169,San José Independencia,23.0,Cálido
20465,Santiago Ixcuintepec,21.0,Semicálido
20467,Santiago Jamiltepec,25.0,Cálido
20471,Santiago Lalopa,23.0,Cálido
20472,Santiago Laollaga,27.0,Muy cálido
20473,Santiago Laxopa,17.0,Templado
20474,Santiago Llano Grande,27.0,Muy cálido
20538,Sitio de Xitlapehua,17.0,Templado
20475,Santiago Matatlán,19.0,Semicálido
20478,Santiago Nacaltepec,17.0,Templado
20476,Santiago Miltepec,17.0,Templado
20479,Santiago Nejapilla,13.0,Templado
20483,Santiago Suchilquitongo,19.0,Semicálido
20486,Villa Tejúpam de la Unión,15.0,Templado
20487,Santiago Tenango,17.0,Templado
20259,San Miguel Ahuehuetitlán,23.0,Cálido
20460,Santiago Choápam,17.0,Templado
20489,Santiago Tetepec,25.0,Cálido
20490,Santiago Texcalcingo,15.0,Templado
20494,Santiago Tlazoyaltepec,17.0,Templado
20255,San Mateo Sindihui,23.0,Cálido
20499,Santiago Yolomécatl,15.0,Templado
20496,Santiago Xiacuí,11.0,Semifrio
20504,Nuevo Zoquiápam,9.0,Semifrio
20117,San Bartolomé Loxicha,23.0,Cálido
20568,Zapotitlán Palmas,17.0,Templado
20258,San Miguel Achiutla,17.0,Templado
20519,Santo Domingo Tomaltepec,19.0,Semicálido
20501,Santiago Yucuyachi,23.0,Cálido
20505,Santo Domingo Ingenio,27.0,Muy cálido
20506,Santo Domingo Albarradas,17.0,Templado
20507,Santo Domingo Armenta,27.0,Muy cálido
20512,Santo Domingo Ozolotepec,17.0,Templado
20529,Santos Reyes Yucuná,19.0,Semicálido
20535,San Vicente Lachixío,19.0,Semicálido
20520,Santo Domingo Tonalá,17.0,Templado
20522,Santo Domingo Xagacía,17.0,Templado
20536,San Vicente Nuñú,11.0,Semifrio
20527,Santos Reyes Pápalo,13.0,Templado
20528,Santos Reyes Tepejillo,17.0,Templado
20530,Santo Tomás Jalieza,19.0,Semicálido
20531,Santo Tomás Mazaltepec,19.0,Semicálido
20515,Santo Domingo Tehuantepec,27.0,Muy cálido
20516,Santo Domingo Teojomulco,13.0,Templado
20532,Santo Tomás Ocotepec,23.0,Cálido
20533,Santo Tomás Tamazulapan,15.0,Templado
20541,Tanetze de Zaragoza,17.0,Templado
20539,Soledad Etla,19.0,Semicálido
20540,Villa de Tamazulápam del Progreso,15.0,Templado
20194,San Juan del Río,19.0,Semicálido
20014,Ciudad Ixtepec,27.0,Muy cálido
20542,Taniche,21.0,Semicálido
20015,Coatecas Altas,17.0,Templado
20544,Teococuilco de Marcos Pérez,11.0,Semifrio
20552,Tlacotepec Plumas,15.0,Templado
20545,Teotitlán de Flores Magón,25.0,Cálido
20546,Teotitlán del Valle,19.0,Semicálido
20547,Teotongo,15.0,Templado
20332,San Pedro Topiltepec,13.0,Templado
20550,San Jerónimo Tlacochahuaya,19.0,Semicálido
20218,San Juan Teita,21.0,Semicálido
20553,Tlalixtac de Cabrera,19.0,Semicálido
20558,Valerio Trujano,19.0,Semicálido
20190,San Juan Cotzocón,21.0,Semicálido
20554,Totontepec Villa de Morelos,17.0,Templado
20413,Santa María Huatulco,27.0,Muy cálido
20555,Trinidad Zaachila,19.0,Semicálido
20561,Yaxe,15.0,Templado
20173,San Juan Atepec,15.0,Templado
20557,Unión Hidalgo,27.0,Muy cálido
20020,Constancia del Rosario,23.0,Cálido
20563,Yogana,19.0,Semicálido
20030,El Espinal,27.0,Muy cálido
20195,San Juan Diuxi,17.0,Templado
20564,Yutanduchi de Guerrero,21.0,Semicálido
20567,Zapotitlán Lagunas,19.0,Semicálido
20001,Abejones,19.0,Semicálido
20003,Asunción Cacalotepec,19.0,Semicálido
20566,San Mateo Yucutindoo,23.0,Cálido
20016,Coicoyán de las Flores,25.0,Cálido
20176,San Juan Bautista Coixtlahuaca,15.0,Templado
20187,San Juan Coatzóspam,23.0,Cálido
20525,Santo Domingo Zanatepec,27.0,Muy cálido
20526,Santos Reyes Nopala,23.0,Cálido
20004,Asunción Cuyotepeji,15.0,Templado
20007,Asunción Ocotlán,21.0,Semicálido
20011,Calihualá,15.0,Templado
20012,Candelaria Loxicha,23.0,Cálido
20047,Santa Magdalena Jicotlán,15.0,Templado
20013,Ciénega de Zimatlán,21.0,Semicálido
20017,La Compañía,19.0,Semicálido
20049,Magdalena Ocotlán,19.0,Semicálido
20019,Concepción Pápalo,15.0,Templado
20022,Cosoltepec,19.0,Semicálido
20024,Cuyamecalco Villa de Zaragoza,25.0,Cálido
20025,Chahuites,27.0,Muy cálido
20026,Chalcatongo de Hidalgo,23.0,Cálido
20029,Eloxochitlán de Flores Magón,15.0,Templado
20032,Fresnillo de Trujano,25.0,Cálido
20050,Magdalena Peñasco,17.0,Templado
20052,Magdalena Tequisistlán,27.0,Muy cálido
20201,San Juan Juquila Vijanos,15.0,Templado
20188,San Juan Colorado,25.0,Cálido
20033,Guadalupe Etla,19.0,Semicálido
20054,Magdalena Zahuatlán,17.0,Templado
20337,San Pedro y San Pablo Ayutla,19.0,Semicálido
20351,San Simón Almolongas,15.0,Templado
20364,Santa Catarina Juquila,25.0,Cálido
20034,Guadalupe de Ramírez,19.0,Semicálido
20035,Guelatao de Juárez,17.0,Templado
20371,Santa Catarina Ticuá,13.0,Templado
20386,Santa Cruz Zenzontepec,25.0,Cálido
20037,Mesones Hidalgo,27.0,Muy cálido
20038,Villa Hidalgo,17.0,Templado
20040,Huautepec,23.0,Cálido
20041,Huautla de Jiménez,23.0,Cálido
20042,Ixtlán de Juárez,17.0,Templado
20043,Juchitán de Zaragoza,27.0,Muy cálido
20045,Magdalena Apasco,19.0,Semicálido
20419,Santa María Jaltianguis,17.0,Templado
20046,Magdalena Jaltepec,19.0,Semicálido
20048,Magdalena Mixtepec,19.0,Semicálido
20389,Santa Inés Yatzeche,21.0,Semicálido
20060,Mixistlán de la Reforma,17.0,Templado
20424,Santa María Ozolotepec,19.0,Semicálido
20397,Heroica Ciudad de Tlaxiaco,13.0,Templado
20398,Ayoquezco de Aldama,21.0,Semicálido
20399,Santa María Atzompa,19.0,Semicálido
20417,Santa María Jacatepec,23.0,Cálido
20061,Monjas,19.0,Semicálido
20422,Santa María Nativitas,15.0,Templado
20426,Santa María Peñoles,13.0,Templado
20427,Santa María Petapa,23.0,Cálido
20062,Natividad,15.0,Templado
20063,Nazareno Etla,19.0,Semicálido
20428,Santa María Quiegolani,19.0,Semicálido
20439,Santa María Tonameca,27.0,Muy cálido
20065,Ixpantepec Nieves,17.0,Templado
20069,La Pe,19.0,Semicálido
20070,Pinotepa de Don Luis,25.0,Cálido
20440,Santa María Totolapilla,27.0,Muy cálido
20450,Santiago Amoltepec,17.0,Templado
20459,Villa de Santiago Chazumba,17.0,Templado
20072,San José del Progreso,17.0,Templado
20074,Santa Catarina Quioquitani,11.0,Semifrio
20076,La Reforma,19.0,Semicálido
20078,Rojas de Cuauhtémoc,19.0,Semicálido
20077,Reyes Etla,19.0,Semicálido
20079,Salina Cruz,27.0,Muy cálido
20206,San Juan de los Cués,25.0,Cálido
20207,San Juan Mazatlán,21.0,Semicálido
20090,San Andrés Huaxpaltepec,27.0,Muy cálido
20080,San Agustín Amatengo,19.0,Semicálido
20084,San Agustín Etla,19.0,Semicálido
20081,San Agustín Atenango,17.0,Templado
20091,San Andrés Huayápam,19.0,Semicálido
20082,San Agustín Chayuco,25.0,Cálido
20092,San Andrés Ixtlahuaca,19.0,Semicálido
20083,San Agustín de las Juntas,19.0,Semicálido
20087,San Agustín Yatareni,19.0,Semicálido
20089,San Andrés Dinicuiti,17.0,Templado
20094,San Andrés Nuxiño,17.0,Templado
20096,San Andrés Sinaxtla,17.0,Templado
20099,San Andrés Tepetlapa,23.0,Cálido
20095,San Andrés Paxtlán,19.0,Semicálido
20100,San Andrés Yaá,17.0,Templado
20101,San Andrés Zabache,19.0,Semicálido
20112,San Baltazar Chichicápam,21.0,Semicálido
20102,San Andrés Zautla,19.0,Semicálido
20131,San Dionisio Ocotepec,23.0,Cálido
20103,San Antonino Castillo Velasco,19.0,Semicálido
20105,San Antonino Monte Verde,15.0,Templado
20107,San Antonio de la Cal,19.0,Semicálido
20464,Santiago Ihuitlán Plumas,15.0,Templado
20466,Santiago Ixtayutla,25.0,Cálido
20477,Santiago Minas,19.0,Semicálido
20108,San Antonio Huitepec,15.0,Templado
20485,Santiago Tapextla,27.0,Muy cálido
20488,Santiago Tepetlapa,15.0,Templado
20491,Santiago Textitlán,15.0,Templado
20492,Santiago Tilantongo,21.0,Semicálido
20495,Santiago Xanica,19.0,Semicálido
20534,San Vicente Coatlán,19.0,Semicálido
20537,Silacayoápam,17.0,Templado
20543,Tataltepec de Valdés,25.0,Cálido
20548,Tepelmeme Villa de Morelos,15.0,Templado
20559,San Juan Bautista Valle Nacional,23.0,Cálido
20109,San Antonio Nanahuatípam,25.0,Cálido
20110,San Antonio Sinicahua,13.0,Templado
20560,Villa Díaz Ordaz,19.0,Semicálido
20556,La Trinidad Vista Hermosa,15.0,Templado
20565,Villa de Zaachila,19.0,Semicálido
20002,Acatlán de Pérez Figueroa,23.0,Cálido
20006,Asunción Nochixtlán,17.0,Templado
20008,Asunción Tlacolulita,27.0,Muy cálido
20009,Ayotzintepec,23.0,Cálido
20010,El Barrio de la Soledad,23.0,Cálido
20055,Mariscala de Juárez,19.0,Semicálido
20039,Heroica Ciudad de Huajuapan de León,17.0,Templado
20210,San Juan Ñumí,17.0,Templado
20211,San Juan Ozolotepec,23.0,Cálido
20212,San Juan Petlapa,17.0,Templado
20213,San Juan Quiahije,25.0,Cálido
20116,San Bartolomé Ayautla,23.0,Cálido
20066,Santiago Niltepec,27.0,Muy cálido
20067,Oaxaca de Juárez,19.0,Semicálido
20068,Ocotlán de Morelos,17.0,Templado
20071,Pluma Hidalgo,17.0,Templado
20073,Putla Villa de Guerrero,21.0,Semicálido
20085,San Agustín Loxicha,23.0,Cálido
20111,San Antonio Tepetlapa,25.0,Cálido
20118,San Bartolomé Quialana,19.0,Semicálido
20114,San Baltazar Yatzachi el Bajo,21.0,Semicálido
20120,San Bartolomé Zoogocho,19.0,Semicálido
20121,San Bartolo Soyaltepec,15.0,Templado
20115,San Bartolo Coyotepec,19.0,Semicálido
20219,San Juan Teitipac,19.0,Semicálido
20220,San Juan Tepeuxila,21.0,Semicálido
20119,San Bartolomé Yucuañe,19.0,Semicálido
20122,San Bartolo Yautepec,21.0,Semicálido
20123,San Bernardo Mixtepec,15.0,Templado
20233,San Lucas Quiaviní,19.0,Semicálido
20126,San Cristóbal Amatlán,15.0,Templado
20127,San Cristóbal Amoltepec,17.0,Templado
20238,San Martín de los Cansecos,21.0,Semicálido
20128,San Cristóbal Lachirioag,21.0,Semicálido
20129,San Cristóbal Suchixtlahuaca,15.0,Templado
20132,San Dionisio Ocotlán,19.0,Semicálido
20086,San Agustín Tlacotepec,19.0,Semicálido
20135,San Felipe Tejalápam,19.0,Semicálido
20241,San Martín Lachilá,19.0,Semicálido
20093,San Andrés Lagunas,15.0,Templado
20088,San Andrés Cabecera Nueva,19.0,Semicálido
20136,San Felipe Usila,23.0,Cálido
20097,San Andrés Solaga,19.0,Semicálido
20098,San Andrés Teotilálpam,23.0,Cálido
20113,San Baltazar Loxicha,23.0,Cálido
20232,San Lucas Ojitlán,23.0,Cálido
20124,San Blas Atempa,27.0,Muy cálido
20125,San Carlos Yautepec,27.0,Muy cálido
20133,San Esteban Atatlahuca,15.0,Templado
20134,San Felipe Jalapa de Díaz,23.0,Cálido
20138,San Francisco Cajonos,17.0,Templado
20141,San Francisco del Mar,27.0,Muy cálido
20143,San Francisco Ixhuatán,27.0,Muy cálido
20209,San Juan Mixtepec,15.0,Templado
20144,San Francisco Jaltepetongo,17.0,Templado
20178,San Juan Bautista Guelache,19.0,Semicálido
20152,San Francisco Tlapancingo,15.0,Templado
20153,San Gabriel Mixtepec,25.0,Cálido
20137,San Francisco Cahuacuá,19.0,Semicálido
20149,San Francisco Sola,19.0,Semicálido
20161,San Jerónimo Sosola,17.0,Templado
20159,San Jerónimo Coatlán,23.0,Cálido
20163,San Jerónimo Tecóatl,13.0,Templado
20164,San Jorge Nuchita,19.0,Semicálido
20166,San José Chiltepec,23.0,Cálido
20139,San Francisco Chapulapa,15.0,Templado
20142,San Francisco Huehuetlán,15.0,Templado
20221,San Juan Teposcolula,15.0,Templado
20145,San Francisco Lachigoló,19.0,Semicálido
20154,San Ildefonso Amatlán,15.0,Templado
20155,San Ildefonso Sola,19.0,Semicálido
20156,San Ildefonso Villa Alta,17.0,Templado
20140,San Francisco Chindúa,17.0,Templado
20222,San Juan Yaeé,21.0,Semicálido
20146,San Francisco Logueche,15.0,Templado
20147,San Francisco Nuxaño,15.0,Templado
20168,San José Estancia Grande,27.0,Muy cálido
20184,San Juan Bautista Tuxtepec,23.0,Cálido
20185,San Juan Cacahuatepec,25.0,Cálido
20148,San Francisco Ozolotepec,19.0,Semicálido
20151,San Francisco Teopan,15.0,Templado
20186,San Juan Cieneguilla,19.0,Semicálido
20180,San Juan Bautista Lo de Soto,27.0,Muy cálido
20106,San Antonio Acutla,15.0,Templado
20365,Santa Catarina Lachatao,11.0,Semifrio
20198,San Juan Guichicovi,23.0,Cálido
20157,San Jacinto Amilpas,19.0,Semicálido
20160,San Jerónimo Silacayoapilla,17.0,Templado
20224,San Juan Yucuita,17.0,Templado
20243,San Martín Tilcajete,19.0,Semicálido
20158,San Jacinto Tlacotepec,25.0,Cálido
20310,San Pedro Ixtlahuaca,19.0,Semicálido
20023,Cuilápam de Guerrero,19.0,Semicálido
20306,San Pedro el Alto,19.0,Semicálido
20162,San Jerónimo Taviche,17.0,Templado
20309,San Pedro Ixcatlán,23.0,Cálido
20320,San Pedro Molinos,13.0,Templado
20172,San Juan Achiutla,17.0,Templado
20324,San Pedro Pochutla,27.0,Muy cálido
20269,San Miguel el Grande,13.0,Templado
20385,Santa Cruz Xoxocotlán,19.0,Semicálido
20175,San Juan Bautista Atatlahuca,21.0,Semicálido
20021,Cosolapa,21.0,Semicálido
20270,San Miguel Huautla,15.0,Templado
20171,San José Tenango,21.0,Semicálido
20200,San Juan Juquila Mixes,23.0,Cálido
20208,San Juan Mixtepec,13.0,Templado
20226,San Lorenzo Albarradas,19.0,Semicálido
20234,San Lucas Zoquiápam,21.0,Semicálido
20240,San Martín Itunyoso,17.0,Templado
20244,San Martín Toxpalan,25.0,Cálido
20263,San Miguel Coatlán,23.0,Cálido
20267,San Miguel del Río,15.0,Templado
20247,Capulálpam de Méndez,15.0,Templado
20252,San Mateo Peñasco,17.0,Templado
20257,San Melchor Betaza,17.0,Templado
20268,San Miguel Ejutla,21.0,Semicálido
20274,San Miguel Piedras,17.0,Templado
20280,Villa Talea de Castro,17.0,Templado
20282,San Miguel Tenango,27.0,Muy cálido
20283,San Miguel Tequixtepec,15.0,Templado
20285,San Miguel Tlacamama,25.0,Cálido
20289,San Nicolás,15.0,Templado
20290,San Nicolás Hidalgo,21.0,Semicálido
20292,San Pablo Cuatro Venados,19.0,Semicálido
20294,San Pablo Huitzo,19.0,Semicálido
20296,San Pablo Macuiltianguis,11.0,Semifrio
20551,Tlacolula de Matamoros,23.0,Cálido
20403,Santa María Coyotepec,19.0,Semicálido
21086,Jalpan,21.0,Semicálido
21088,Jonotla,19.0,Semicálido
21120,San Antonio Cañada,19.0,Semicálido
21201,Xochiltepec,19.0,Semicálido
21077,Hueytlalpan,21.0,Semicálido
21177,Tlacotepec de Benito Juárez,17.0,Templado
21217,Zoquitlán,11.0,Semifrio
21113,Piaxtla,21.0,Semicálido
21136,San Miguel Xoxtla,15.0,Templado
21210,Zapotitlán de Méndez,17.0,Templado
21089,Jopala,25.0,Cálido
21131,San Juan Atzompa,19.0,Semicálido
21018,Atexcal,21.0,Semicálido
21054,Chignautla,11.0,Semifrio
21213,Zihuateutla,17.0,Templado
21127,San Jerónimo Xayacatlán,21.0,Semicálido
21129,San José Miahuatlán,21.0,Semicálido
21130,San Juan Atenco,15.0,Templado
21174,Teziutlán,21.0,Semicálido
21176,Tilapa,23.0,Cálido
21115,Quecholac,17.0,Templado
21110,Palmar de Bravo,15.0,Templado
21169,Tepexi de Rodríguez,21.0,Semicálido
21172,Tetela de Ocampo,15.0,Templado
21179,Tlachichuca,13.0,Templado
21124,San Gabriel Chilac,19.0,Semicálido
21121,San Diego la Mesa Tochimiltzingo,19.0,Semicálido
21122,San Felipe Teotlalcingo,15.0,Templado
21123,San Felipe Tepatlán,17.0,Templado
21044,Cuyoaco,11.0,Semifrio
21082,Ixcaquixtla,19.0,Semicálido
21085,Izúcar de Matamoros,23.0,Cálido
21036,Coyomeapan,15.0,Templado
21202,Xochitlán de Vicente Suárez,15.0,Templado
21203,Xochitlán Todos Santos,17.0,Templado
21061,Eloxochitlán,15.0,Templado
21062,Epatlán,19.0,Semicálido
21143,San Salvador el Verde,15.0,Templado
21060,Domingo Arenas,15.0,Templado
21104,Nopalucan,15.0,Templado
21075,Hueyapan,21.0,Semicálido
21078,Huitzilan de Serdán,15.0,Templado
21079,Huitziltepec,17.0,Templado
21072,Huehuetla,21.0,Semicálido
21073,Huehuetlán el Chico,23.0,Cálido
21074,Huejotzingo,15.0,Templado
21068,Hermenegildo Galeana,23.0,Cálido
21070,Huatlatlauca,19.0,Semicálido
21071,Huauchinango,13.0,Templado
21063,Esperanza,15.0,Templado
21064,Francisco Z. Mena,23.0,Cálido
21067,Guadalupe Victoria,9.0,Semifrio
21013,Altepexi,23.0,Cálido
21015,Amozoc,15.0,Templado
21016,Aquixtla,15.0,Templado
21012,Aljojuca,15.0,Templado
21197,Xicotepec,17.0,Templado
21194,Venustiano Carranza,25.0,Cálido
21195,Vicente Guerrero,17.0,Templado
21188,Tochimilco,19.0,Semicálido
21189,Tochtepec,17.0,Templado
21190,Totoltepec de Guerrero,21.0,Semicálido
21185,Tlapanalá,23.0,Cálido
21186,Tlatlauquitepec,21.0,Semicálido
21187,Tlaxco,15.0,Templado
21183,Tlaola,15.0,Templado
21184,Tlapacoya,21.0,Semicálido
21142,San Salvador el Seco,15.0,Templado
21140,San Pedro Cholula,17.0,Templado
21141,San Pedro Yeloixtlahuaca,21.0,Semicálido
21139,San Pablo Anicano,21.0,Semicálido
21137,San Nicolás Buenos Aires,15.0,Templado
21138,San Nicolás de los Ranchos,15.0,Templado
21134,San Matías Tlalancaleca,15.0,Templado
21135,San Miguel Ixitlán,15.0,Templado
21126,San Jerónimo Tecuanipan,17.0,Templado
21058,Chilchotla,13.0,Templado
21059,Chinantla,21.0,Semicálido
21055,Chila,21.0,Semicálido
21056,Chila de la Sal,25.0,Cálido
21057,Honey,13.0,Templado
21049,Chiconcuautla,13.0,Templado
21050,Chichiquila,21.0,Semicálido
21051,Chietla,23.0,Cálido
21042,Cuayuca de Andrade,19.0,Semicálido
21043,Cuetzalan del Progreso,21.0,Semicálido
21045,Chalchicomula de Sesma,15.0,Templado
21039,Cuautempan,13.0,Templado
21040,Cuautinchán,17.0,Templado
21041,Cuautlancingo,17.0,Templado
21020,Atoyatempan,17.0,Templado
21116,Quimixtlán,21.0,Semicálido
21111,Pantepec,21.0,Semicálido
21112,Petlalcingo,19.0,Semicálido
21114,Puebla,17.0,Templado
21107,Olintla,21.0,Semicálido
21108,Oriental,15.0,Templado
21109,Pahuatlán,15.0,Templado
21102,Nealtican,15.0,Templado
21103,Nicolás Bravo,17.0,Templado
21106,Ocoyucan,19.0,Semicálido
21099,Cañada Morelos,11.0,Semifrio
21100,Naupan,15.0,Templado
21101,Nauzontla,15.0,Templado
21098,Molcaxac,19.0,Semicálido
21167,Tepetzintla,17.0,Templado
21164,Tepeaca,17.0,Templado
21165,Tepemaxalco,19.0,Semicálido
21166,Tepeojuma,19.0,Semicálido
21160,Teotlalco,23.0,Cálido
21161,Tepanco de López,19.0,Semicálido
21163,Tepatlaxco de Hidalgo,15.0,Templado
21155,Tecomatlán,21.0,Semicálido
21156,Tehuacán,19.0,Semicálido
21159,Teopantlán,19.0,Semicálido
21150,Huehuetlán el Grande,19.0,Semicálido
21153,Tecali de Herrera,17.0,Templado
21154,Tecamachalco,17.0,Templado
21119,San Andrés Cholula,17.0,Templado
21145,San Sebastián Tlacotepec,15.0,Templado
21149,Santiago Miahuatlán,19.0,Semicálido
21094,Libres,15.0,Templado
21096,Mazapiltepec de Juárez,15.0,Templado
21128,San José Chiapa,15.0,Templado
21087,Jolalpan,21.0,Semicálido
21092,Juan N. Méndez,17.0,Templado
21093,Lafragua,13.0,Templado
21081,Ixcamilpa de Guerrero,23.0,Cálido
21083,Ixtacamaxtitlán,9.0,Semifrio
21084,Ixtepec,19.0,Semicálido
21033,Cohuecan,19.0,Semicálido
21035,Coxcatlán,13.0,Templado
21037,Coyotepec,19.0,Semicálido
21029,Caxhuacan,21.0,Semicálido
21031,Coatzingo,23.0,Cálido
21032,Cohetzala,21.0,Semicálido
21025,Ayotoxco de Guerrero,21.0,Semicálido
21026,Calpan,15.0,Templado
21027,Caltepec,15.0,Templado
21022,Atzitzihuacán,19.0,Semicálido
21011,Albino Zertuche,21.0,Semicálido
21065,General Felipe Ángeles,15.0,Templado
21066,Guadalupe,25.0,Cálido
21007,Ahuatlán,23.0,Cálido
21008,Ahuazotepec,13.0,Templado
21004,Acatzingo,17.0,Templado
21005,Acteopan,19.0,Semicálido
21006,Ahuacatlán,19.0,Semicálido
21001,Acajete,15.0,Templado
21002,Acateno,21.0,Semicálido
21003,Acatlán,21.0,Semicálido
21010,Ajalpan,19.0,Semicálido
21076,Hueytamalco,21.0,Semicálido
21014,Amixtlán,17.0,Templado
21178,Tlacuilotepec,21.0,Semicálido
21180,Tlahuapan,15.0,Templado
21196,Xayacatlán de Bravo,21.0,Semicálido
21207,Zacapoaxtla,15.0,Templado
21208,Zacatlán,15.0,Templado
21017,Atempan,11.0,Semifrio
21019,Atlixco,19.0,Semicálido
21173,Teteles de Ávila Castillo,15.0,Templado
21175,Tianguismanalco,17.0,Templado
21158,Tenampulco,23.0,Cálido
21069,Huaquechula,19.0,Semicálido
21209,Zapotitlán,15.0,Templado
21157,Tehuitzingo,21.0,Semicálido
21162,Tepango de Rodríguez,17.0,Templado
21053,Chignahuapan,11.0,Semifrio
21181,Tlaltenango,15.0,Templado
21206,Zacapala,19.0,Semicálido
21211,Zaragoza,13.0,Templado
21212,Zautla,15.0,Templado
21152,Soltepec,15.0,Templado
21205,Yehualtepec,17.0,Templado
21024,Axutla,25.0,Cálido
21097,Mixtla,17.0,Templado
21046,Chapulco,17.0,Templado
21047,Chiautla,25.0,Cálido
21091,Juan Galindo,17.0,Templado
21048,Chiautzingo,15.0,Templado
21095,La Magdalena Tlatlauquitepec,19.0,Semicálido
21193,Tzicatlacoyan,19.0,Semicálido
21009,Ahuehuetitla,21.0,Semicálido
21117,Rafael Lara Grajales,15.0,Templado
21118,Los Reyes de Juárez,17.0,Templado
21125,San Gregorio Atzompa,17.0,Templado
21133,San Martín Totoltepec,21.0,Semicálido
21144,San Salvador Huixcolotla,17.0,Templado
21151,Santo Tomás Hueyotlipan,17.0,Templado
21171,Tepeyahualco de Cuauhtémoc,17.0,Templado
21182,Tlanepantla,17.0,Templado
21214,Zinacatepec,23.0,Cálido
21021,Atzala,23.0,Cálido
21028,Camocuautla,17.0,Templado
21030,Coatepec,19.0,Semicálido
21034,Coronango,15.0,Templado
21038,Cuapiaxtla de Madero,17.0,Templado
21080,Atlequizayan,21.0,Semicálido
21090,Juan C. Bonilla,15.0,Templado
21170,Tepeyahualco,15.0,Templado
21168,Tepexco,23.0,Cálido
21052,Chigmecatitlán,19.0,Semicálido
21023,Atzitzintla,11.0,Semifrio
21204,Yaonáhuac,21.0,Semicálido
21147,Santa Inés Ahuatempan,21.0,Semicálido
21148,Santa Isabel Cholula,17.0,Templado
21200,Xochiapulco,15.0,Templado
21132,San Martín Texmelucan,15.0,Templado
21146,Santa Catarina Tlaltempan,19.0,Semicálido
21198,Xicotlán,21.0,Semicálido
