cve_mun_full,NOM_MUN_CLEAN,temp_media_anual,ZON_TER
21199,Xiutetelco,11.0,Semifrio
21105,Ocotepec,11.0,Semifrio
21216,Zoquiapan,17.0,Templado
21215,Zongozotla,15.0,Templado
21191,Tulcingo,19.0,Semicálido
21192,Tuzamapan de Galeana,21.0,Semicálido
22012,Pedro Escobedo,15.0,Templado
22013,Peñamiller,15.0,Templado
22014,Querétaro,15.0,Templado
22015,San Joaquín,15.0,Templado
22016,San Juan del Río,15.0,Templado
22017,Tequisquiapan,15.0,Templado
22018,Tolimán,15.0,Templado
22003,Arroyo Seco,19.0,Semicálido
22006,Corregidora,19.0,Semicálido
22007,Ezequiel Montes,19.0,Semicálido
22009,Jalpan de Serra,19.0,Semicálido
22011,El Marqués,15.0,Templado
22001,Amealco de Bonfil,15.0,Templado
22002,Pinal de Amoles,19.0,Semicálido
22004,Cadereyta de Montes,17.0,Templado
22005,Colón,15.0,Templado
22008,Huimilpan,15.0,Templado
22010,Landa de Matamoros,19.0,Semicálido
23002,Felipe Carrillo Puerto,25.0,Cálido
23007,Lázaro Cárdenas,25.0,Cálido
23005,Benito Juárez,25.0,Cálido
23010,Bacalar,25.0,Cálido
23009,Tulum,25.0,Cálido
23001,Cozumel,25.0,Cálido
23003,Isla Mujeres,25.0,Cálido
23004,Othón P. Blanco,23.0,Cálido
23008,Solidaridad,25.0,Cálido
23011,Puerto Morelos,25.0,Cálido
23006,José María Morelos,25.0,Cálido
24034,San Vicente Tancuayalab,23.0,Cálido
24035,Soledad de Graciano Sánchez,17.0,Templado
24039,Tampamolón Corona,23.0,Cálido
24040,Tamuín,25.0,Cálido
24041,Tanlajás,23.0,Cálido
24028,San Luis Potosí,13.0,Templado
24030,San Nicolás Tolentino,19.0,Semicálido
24031,Santa Catarina,23.0,Cálido
24008,Cerritos,17.0,Templado
24010,Ciudad del Maíz,21.0,Semicálido
24011,Ciudad Fernández,13.0,Templado
24013,Ciudad Valles,25.0,Cálido
24016,Ebano,25.0,Cálido
24020,Matehuala,19.0,Semicálido
24022,Moctezuma,19.0,Semicálido
24054,Xilitla,23.0,Cálido
24055,Zaragoza,15.0,Templado
24015,Charcas,13.0,Templado
24053,Axtla de Terrazas,23.0,Cálido
24036,Tamasopo,25.0,Cálido
24023,Rayón,21.0,Semicálido
24021,Mexquitic de Carmona,15.0,Templado
24042,Tanquián de Escobedo,23.0,Cálido
24043,Tierra Nueva,15.0,Templado
24029,San Martín Chalchicuautla,23.0,Cálido
24026,San Antonio,23.0,Cálido
24024,Rioverde,21.0,Semicálido
24052,Villa Juárez,19.0,Semicálido
24017,Guadalcázar,21.0,Semicálido
24019,Lagunillas,23.0,Cálido
24012,Tancanhuitz,25.0,Cálido
24009,Cerro de San Pedro,15.0,Templado
24003,Aquismón,19.0,Semicálido
24004,Armadillo de los Infante,15.0,Templado
24002,Alaquines,21.0,Semicálido
24037,Tamazunchale,23.0,Cálido
24038,Tampacán,23.0,Cálido
24056,Villa de Arista,15.0,Templado
24058,El Naranjo,17.0,Templado
24025,Salinas,15.0,Templado
24027,San Ciro de Acosta,23.0,Cálido
24032,Santa María del Río,15.0,Templado
24051,Villa Hidalgo,15.0,Templado
24048,Villa de la Paz,19.0,Semicálido
24006,Catorce,17.0,Templado
24005,Cárdenas,21.0,Semicálido
24007,Cedral,19.0,Semicálido
24047,Villa de Guadalupe,19.0,Semicálido
24018,Huehuetlán,23.0,Cálido
24044,Vanegas,15.0,Templado
24045,Venado,15.0,Templado
24049,Villa de Ramos,15.0,Templado
24050,Villa de Reyes,15.0,Templado
24046,Villa de Arriaga,15.0,Templado
24014,Coxcatlán,25.0,Cálido
24033,Santo Domingo,13.0,Templado
24057,Matlapa,23.0,Cálido
24001,Ahualulco del Sonido 13,15.0,Templado
25018,Navolato,25.0,Cálido
25003,Badiraguato,25.0,Cálido
25001,Ahome,25.0,Cálido
25006,Culiacán,23.0,Cálido
25007,Choix,23.0,Cálido
25008,Elota,23.0,Cálido
25010,El Fuerte,25.0,Cálido
25011,Guasave,25.0,Cálido
25012,Mazatlán,23.0,Cálido
25013,Mocorito,25.0,Cálido
25014,Rosario,23.0,Cálido
25002,Angostura,25.0,Cálido
25017,Sinaloa,25.0,Cálido
25004,Concordia,23.0,Cálido
25005,Cosalá,25.0,Cálido
25015,Salvador Alvarado,25.0,Cálido
25016,San Ignacio,23.0,Cálido
25009,Escuinapa,23.0,Cálido
26003,Álamos,23.0,Cálido
26055,San Luis Río Colorado,21.0,Semicálido
26008,Bacadéhuachi,23.0,Cálido
26026,Etchojoa,23.0,Cálido
26053,San Felipe de Jesús,15.0,Templado
26014,Baviácora,19.0,Semicálido
26023,Cumpas,15.0,Templado
26033,Huatabampo,23.0,Cálido
26045,Opodepe,21.0,Semicálido
26063,Tepache,17.0,Templado
26042,Navojoa,21.0,Semicálido
26015,Bavispe,15.0,Templado
26018,Cajeme,23.0,Cálido
26069,Yécora,23.0,Cálido
26058,Santa Ana,21.0,Semicálido
26002,Agua Prieta,15.0,Templado
26037,Mazatán,19.0,Semicálido
26022,Cucurpe,21.0,Semicálido
26039,Naco,17.0,Templado
26072,San Ignacio Río Muerto,23.0,Cálido
26006,Arizpe,17.0,Templado
26012,Bácum,23.0,Cálido
26013,Banámichi,15.0,Templado
26004,Altar,21.0,Semicálido
26048,Puerto Peñasco,21.0,Semicálido
26017,Caborca,19.0,Semicálido
26044,Ónavas,23.0,Cálido
26007,Atil,21.0,Semicálido
26061,Soyopa,23.0,Cálido
26036,Magdalena,17.0,Templado
26019,Cananea,17.0,Templado
26028,Granados,23.0,Cálido
26043,Nogales,19.0,Semicálido
26041,Nacozari de García,17.0,Templado
26050,Rayón,19.0,Semicálido
26054,San Javier,23.0,Cálido
26038,Moctezuma,17.0,Templado
26071,Benito Juárez,23.0,Cálido
26056,San Miguel de Horcasitas,23.0,Cálido
26031,Huachinera,11.0,Semifrio
26059,Santa Cruz,17.0,Templado
26060,Sáric,19.0,Semicálido
26065,Tubutama,21.0,Semicálido
26029,Guaymas,23.0,Cálido
26030,Hermosillo,23.0,Cálido
26049,Quiriego,21.0,Semicálido
26040,Nácori Chico,11.0,Semifrio
26024,Divisaderos,21.0,Semicálido
26025,Empalme,23.0,Cálido
26021,La Colorada,23.0,Cálido
26051,Rosario,23.0,Cálido
26052,Sahuaripa,19.0,Semicálido
26062,Suaqui Grande,23.0,Cálido
26064,Trincheras,19.0,Semicálido
26035,Imuris,19.0,Semicálido
26005,Arivechi,15.0,Templado
26009,Bacanora,23.0,Cálido
26020,Carbó,19.0,Semicálido
26046,Oquitoa,21.0,Semicálido
26047,Pitiquito,19.0,Semicálido
26057,San Pedro de la Cueva,23.0,Cálido
26066,Ures,23.0,Cálido
26070,General Plutarco Elías Calles,21.0,Semicálido
26001,Aconchi,17.0,Templado
26016,Benjamín Hill,19.0,Semicálido
26032,Huásabas,17.0,Templado
26011,Bacoachi,19.0,Semicálido
26068,Villa Pesqueira,19.0,Semicálido
26010,Bacerac,15.0,Templado
26067,Villa Hidalgo,19.0,Semicálido
26027,Fronteras,19.0,Semicálido
26034,Huépac,19.0,Semicálido
27006,Cunduacán,27.0,Muy cálido
27007,Emiliano Zapata,25.0,Cálido
27008,Huimanguillo,23.0,Cálido
27009,Jalapa,27.0,Muy cálido
27010,Jalpa de Méndez,27.0,Muy cálido
27011,Jonuta,27.0,Muy cálido
27001,Balancán,25.0,Cálido
27004,Centro,27.0,Muy cálido
27005,Comalcalco,27.0,Muy cálido
27002,Cárdenas,25.0,Cálido
27013,Nacajuca,27.0,Muy cálido
27003,Centla,27.0,Muy cálido
27012,Macuspana,27.0,Muy cálido
27014,Paraíso,27.0,Muy cálido
27015,Tacotalpa,23.0,Cálido
27016,Teapa,23.0,Cálido
27017,Tenosique,23.0,Cálido
28001,Abasolo,21.0,Semicálido
28002,Aldama,23.0,Cálido
28036,San Nicolás,21.0,Semicálido
28027,Nuevo Laredo,23.0,Cálido
28032,Reynosa,23.0,Cálido
28035,San Fernando,23.0,Cálido
28042,Villagrán,21.0,Semicálido
28010,Cruillas,21.0,Semicálido
28011,Gómez Farías,25.0,Cálido
28012,González,25.0,Cálido
28021,El Mante,25.0,Cálido
28023,Méndez,23.0,Cálido
28003,Altamira,23.0,Cálido
28005,Burgos,21.0,Semicálido
28007,Camargo,23.0,Cálido
28013,Güémez,21.0,Semicálido
28014,Guerrero,23.0,Cálido
28015,Gustavo Díaz Ordaz,23.0,Cálido
28016,Hidalgo,15.0,Templado
28022,Matamoros,23.0,Cálido
28017,Jaumave,13.0,Templado
28034,San Carlos,21.0,Semicálido
28043,Xicoténcatl,25.0,Cálido
28029,Ocampo,21.0,Semicálido
28031,Palmillas,13.0,Templado
28024,Mier,23.0,Cálido
28025,Miguel Alemán,23.0,Cálido
28037,Soto la Marina,23.0,Cálido
28038,Tampico,23.0,Cálido
28039,Tula,21.0,Semicálido
28030,Padilla,23.0,Cálido
28033,Río Bravo,23.0,Cálido
28004,Antiguo Morelos,25.0,Cálido
28020,Mainero,21.0,Semicálido
28026,Miquihuana,13.0,Templado
28009,Ciudad Madero,23.0,Cálido
28018,Jiménez,21.0,Semicálido
28019,Llera,25.0,Cálido
28040,Valle Hermoso,23.0,Cálido
28041,Victoria,21.0,Semicálido
28008,Casas,23.0,Cálido
28006,Bustamante,17.0,Templado
28028,Nuevo Morelos,21.0,Semicálido
29031,Tetla de la Solidaridad,15.0,Templado
29026,Santa Cruz Tlaxcala,15.0,Templado
29007,El Carmen Tequexquitla,15.0,Templado
29012,Españita,15.0,Templado
29037,Ziltlaltépec de Trinidad Sánchez Santos,15.0,Templado
29054,San Lorenzo Axocomanitla,15.0,Templado
29024,Panotla,15.0,Templado
29030,Terrenate,15.0,Templado
29045,Benito Juárez,13.0,Templado
29057,Santa Apolonia Teacalco,15.0,Templado
29059,Santa Cruz Quilehtla,15.0,Templado
29021,Nanacamilpa de Mariano Arista,11.0,Semifrio
29048,La Magdalena Tlaltelulco,15.0,Templado
29018,Contla de Juan Cuamatzi,15.0,Templado
29047,Lázaro Cárdenas,15.0,Templado
29014,Hueyotlipan,13.0,Templado
29015,Ixtacuixtla de Mariano Matamoros,15.0,Templado
29060,Santa Isabel Xiloxoxtla,15.0,Templado
29034,Tlaxco,11.0,Semifrio
29032,Tetlatlahuca,15.0,Templado
29013,Huamantla,15.0,Templado
29008,Cuapiaxtla,15.0,Templado
29009,Cuaxomulco,15.0,Templado
29005,Apizaco,15.0,Templado
29003,Atlangatepec,13.0,Templado
29004,Atltzayanca,15.0,Templado
29002,Apetatitlán de Antonio Carvajal,15.0,Templado
29043,Yauhquemehcan,15.0,Templado
29038,Tzompantepec,15.0,Templado
29040,Xaltocan,15.0,Templado
29028,Teolocholco,15.0,Templado
29029,Tepeyanco,15.0,Templado
29022,Acuamanala de Miguel Hidalgo,15.0,Templado
29023,Natívitas,15.0,Templado
29017,Mazatecochco de José María Morelos,15.0,Templado
29016,Ixtenco,15.0,Templado
29055,San Lucas Tecopilco,13.0,Templado
29020,Sanctórum de Lázaro Cárdenas,11.0,Semifrio
29044,Zacatelco,15.0,Templado
29041,Papalotla de Xicohténcatl,15.0,Templado
29011,Muñoz de Domingo Arenas,13.0,Templado
29039,Xaloztoc,15.0,Templado
29001,Amaxac de Guerrero,15.0,Templado
29058,Santa Catarina Ayometla,15.0,Templado
29006,Calpulalpan,11.0,Semifrio
29046,Emiliano Zapata,11.0,Semifrio
29025,San Pablo del Monte,15.0,Templado
29019,Tepetitla de Lardizábal,15.0,Templado
29035,Tocatlán,15.0,Templado
29049,San Damián Texóloc,15.0,Templado
29051,San Jerónimo Zacualpan,15.0,Templado
29053,San Juan Huactzinco,15.0,Templado
29056,Santa Ana Nopalucan,15.0,Templado
29027,Tenancingo,15.0,Templado
29050,San Francisco Tetlanohcan,15.0,Templado
29052,San José Teacalco,15.0,Templado
29033,Tlaxcala,15.0,Templado
29036,Totolac,15.0,Templado
29010,Chiautempan,15.0,Templado
29042,Xicohtzinco,15.0,Templado
30070,Hidalgotitlán,23.0,Cálido
30048,Cosoleacaque,25.0,Cálido
30152,Tampico Alto,23.0,Cálido
30156,Tatatila,13.0,Templado
30157,Castillo de Teayo,23.0,Cálido
30160,Álamo Temapache,23.0,Cálido
30007,Camarón de Tejeda,25.0,Cálido
30008,Alpatláhuac,13.0,Templado
30009,Alto Lucero de Gutiérrez Barrios,25.0,Cálido
30010,Altotonga,21.0,Semicálido
30011,Alvarado,25.0,Cálido
30012,Amatitlán,25.0,Cálido
30015,Angel R. Cabada,23.0,Cálido
30067,Filomeno Mata,25.0,Cálido
30068,Fortín,21.0,Semicálido
30072,Huayacocotla,15.0,Templado
30073,Hueyapan de Ocampo,25.0,Cálido
30091,Jesús Carranza,23.0,Cálido
30151,Tamiahua,23.0,Cálido
30101,Mariano Escobedo,19.0,Semicálido
30103,Mecatlán,25.0,Cálido
30123,Pánuco,23.0,Cálido
30016,La Antigua,25.0,Cálido
30017,Apazapan,25.0,Cálido
30090,Jamapa,25.0,Cálido
30114,Nautla,21.0,Semicálido
30019,Astacinga,13.0,Templado
30020,Atlahuilco,13.0,Templado
30022,Atzacan,19.0,Semicálido
30023,Atzalan,15.0,Templado
30099,Maltrata,15.0,Templado
30100,Manlio Fabio Altamirano,25.0,Cálido
30124,Papantla,23.0,Cálido
30133,Pueblo Viejo,23.0,Cálido
30137,Los Reyes,13.0,Templado
30139,Saltabarranca,25.0,Cálido
30188,Totutla,21.0,Semicálido
30189,Tuxpan,23.0,Cálido
30191,Ursulo Galván,25.0,Cálido
30200,Zentla,21.0,Semicálido
30201,Zongolica,15.0,Templado
30204,Agua Dulce,25.0,Cálido
30208,Carlos A. Carrillo,25.0,Cálido
30211,San Rafael,23.0,Cálido
30047,Coscomatepec,19.0,Semicálido
30049,Cotaxtla,25.0,Cálido
30043,Comapa,21.0,Semicálido
30184,Tlaquilpa,13.0,Templado
30197,Yecuatla,19.0,Semicálido
30132,Las Vigas de Ramírez,13.0,Templado
30125,Paso del Macho,23.0,Cálido
30163,Tenochtitlán,13.0,Templado
30196,Yanga,21.0,Semicálido
30059,Chinameca,25.0,Cálido
30062,Chocamán,19.0,Semicálido
30118,Orizaba,15.0,Templado
30209,Tatahuicapan de Juárez,21.0,Semicálido
30210,Uxpanapa,23.0,Cálido
30212,Santiago Sochiapan,25.0,Cálido
30092,Xico,21.0,Semicálido
30077,Isla,25.0,Cálido
30097,Lerdo de Tejada,25.0,Cálido
30117,Omealca,19.0,Semicálido
30076,Ilamatlán,23.0,Cálido
30105,Medellín de Bravo,25.0,Cálido
30109,Misantla,15.0,Templado
30110,Mixtla de Altamirano,19.0,Semicálido
30111,Moloacán,25.0,Cálido
30112,Naolinco,19.0,Semicálido
30113,Naranjal,19.0,Semicálido
30115,Nogales,13.0,Templado
30119,Otatitlán,25.0,Cálido
30122,Pajapan,23.0,Cálido
30108,Minatitlán,23.0,Cálido
30134,Puente Nacional,25.0,Cálido
30162,Tenampa,21.0,Semicálido
30167,Tepetzintla,23.0,Cálido
30170,Texcatepec,17.0,Templado
30171,Texhuacán,13.0,Templado
30187,Tonayán,13.0,Templado
30193,Veracruz,25.0,Cálido
30195,Xoxocotla,13.0,Templado
30066,Espinal,23.0,Cálido
30120,Oteapan,25.0,Cálido
30161,Tempoal,23.0,Cálido
30153,Tancoco,23.0,Cálido
30155,Tantoyuca,23.0,Cálido
30192,Vega de Alatorre,25.0,Cálido
30207,Tres Valles,25.0,Cálido
30065,Emiliano Zapata,21.0,Semicálido
30003,Acayucan,25.0,Cálido
30121,Ozuluama de Mascareñas,23.0,Cálido
30158,Tecolutla,23.0,Cálido
30159,Tehuipango,15.0,Templado
30052,Cuichapa,21.0,Semicálido
30005,Acula,25.0,Cálido
30006,Acultzingo,13.0,Templado
30021,Atoyac,21.0,Semicálido
30093,Jilotepec,19.0,Semicálido
30094,Juan Rodríguez Clara,25.0,Cálido
30095,Juchique de Ferrer,19.0,Semicálido
30096,Landero y Coss,13.0,Templado
30141,San Andrés Tuxtla,25.0,Cálido
30142,San Juan Evangelista,25.0,Cálido
30143,Santiago Tuxtla,23.0,Cálido
30144,Sayula de Alemán,25.0,Cálido
30202,Zontecomatlán de López y Fuentes,23.0,Cálido
30018,Aquila,15.0,Templado
30127,La Perla,19.0,Semicálido
30129,Platón Sánchez,23.0,Cálido
30175,Tihuatlán,25.0,Cálido
30178,Tlacotalpan,25.0,Cálido
30180,Tlachichilco,21.0,Semicálido
30181,Tlalixcoyan,25.0,Cálido
30182,Tlalnelhuayocan,19.0,Semicálido
30183,Tlapacoyan,21.0,Semicálido
30098,Magdalena,15.0,Templado
30013,Naranjos Amatlán,23.0,Cálido
30014,Amatlán de los Reyes,21.0,Semicálido
30045,Cosamaloapan de Carpio,25.0,Cálido
30051,Coyutla,25.0,Cálido
30053,Cuitláhuac,25.0,Cálido
30057,Chiconquiaco,13.0,Templado
30060,Chinampa de Gorostiza,23.0,Cálido
30089,Jáltipan,25.0,Cálido
30154,Tantima,23.0,Cálido
30128,Perote,11.0,Semifrio
30046,Cosautlán de Carvajal,21.0,Semicálido
30050,Coxquihui,23.0,Cálido
30126,Paso de Ovejas,25.0,Cálido
30131,Poza Rica de Hidalgo,25.0,Cálido
30164,Teocelo,21.0,Semicálido
30165,Tepatlaxco,19.0,Semicálido
30166,Tepetlán,13.0,Templado
30168,Tequila,13.0,Templado
30087,Xalapa,19.0,Semicálido
30169,José Azueta,25.0,Cálido
30172,Texistepec,25.0,Cálido
30173,Tezonapa,21.0,Semicálido
30174,Tierra Blanca,25.0,Cálido
30036,Coacoatzintla,13.0,Templado
30176,Tlacojalpan,25.0,Cálido
30177,Tlacolulan,13.0,Templado
30179,Tlacotepec de Mejía,23.0,Cálido
30186,Tomatlán,19.0,Semicálido
30135,Rafael Delgado,13.0,Templado
30001,Acajete,13.0,Templado
30004,Actopan,23.0,Cálido
30145,Soconusco,25.0,Cálido
30146,Sochiapa,19.0,Semicálido
30147,Soledad Atzompa,13.0,Templado
30148,Soledad de Doblado,25.0,Cálido
30149,Soteapan,25.0,Cálido
30150,Tamalín,23.0,Cálido
30198,Zacualpan,13.0,Templado
30130,Playa Vicente,25.0,Cálido
30002,Acatlán,17.0,Templado
30054,Chacaltianguis,25.0,Cálido
30055,Chalma,23.0,Cálido
30056,Chiconamel,23.0,Cálido
30058,Chicontepec,23.0,Cálido
30061,Las Choapas,23.0,Cálido
30063,Chontla,23.0,Cálido
30078,Ixcatepec,23.0,Cálido
30079,Ixhuacán de los Reyes,21.0,Semicálido
30064,Chumatlán,25.0,Cálido
30080,Ixhuatlán del Café,19.0,Semicálido
30081,Ixhuatlancillo,15.0,Templado
30082,Ixhuatlán del Sureste,25.0,Cálido
30083,Ixhuatlán de Madero,21.0,Semicálido
30084,Ixmatlahuacan,25.0,Cálido
30085,Ixtaczoquitlán,19.0,Semicálido
30086,Jalacingo,21.0,Semicálido
30088,Jalcomulco,21.0,Semicálido
30024,Tlaltetela,25.0,Cálido
30025,Ayahualulco,13.0,Templado
30026,Banderilla,19.0,Semicálido
30027,Benito Juárez,23.0,Cálido
30028,Boca del Río,25.0,Cálido
30029,Calcahualco,13.0,Templado
30030,Camerino Z. Mendoza,13.0,Templado
30203,Zozocolco de Hidalgo,21.0,Semicálido
30205,El Higo,23.0,Cálido
30074,Huiloapan de Cuauhtémoc,15.0,Templado
30075,Ignacio de la Llave,25.0,Cálido
30107,Las Minas,21.0,Semicálido
30116,Oluta,25.0,Cálido
30136,Rafael Lucio,13.0,Templado
30138,Río Blanco,15.0,Templado
30140,San Andrés Tenejapan,13.0,Templado
30199,Zaragoza,25.0,Cálido
30185,Tlilapan,19.0,Semicálido
30190,Tuxtilla,25.0,Cálido
30194,Villa Aldama,11.0,Semifrio
30206,Nanchital de Lázaro Cárdenas del Río,25.0,Cálido
30102,Martínez de la Torre,23.0,Cálido
30104,Mecayapan,23.0,Cálido
30106,Miahuatlán,13.0,Templado
30069,Gutiérrez Zamora,25.0,Cálido
30071,Huatusco,21.0,Semicálido
30031,Carrillo Puerto,25.0,Cálido
30032,Catemaco,21.0,Semicálido
30033,Cazones de Herrera,25.0,Cálido
30034,Cerro Azul,23.0,Cálido
30035,Citlaltépetl,23.0,Cálido
30037,Coahuitlán,21.0,Semicálido
30038,Coatepec,21.0,Semicálido
30039,Coatzacoalcos,25.0,Cálido
30040,Coatzintla,25.0,Cálido
30042,Colipa,21.0,Semicálido
30044,Córdoba,19.0,Semicálido
30041,Coetzala,19.0,Semicálido
31025,Dzan,25.0,Cálido
31040,Izamal,25.0,Cálido
31050,Mérida,25.0,Cálido
31014,Cuncunul,25.0,Cálido
31100,Ucú,25.0,Cálido
31039,Ixil,25.0,Cálido
31060,Quintana Roo,25.0,Cálido
31085,Temozón,25.0,Cálido
31091,Tinum,25.0,Cálido
31058,Peto,25.0,Cálido
31052,Motul,25.0,Cálido
31047,Maní,25.0,Cálido
31048,Maxcanú,25.0,Cálido
31032,Espita,25.0,Cálido
31036,Homún,25.0,Cálido
31103,Xocchel,25.0,Cálido
31099,Uayma,25.0,Cálido
31098,Tzucacab,25.0,Cálido
31076,Tecoh,25.0,Cálido
31019,Chemax,25.0,Cálido
31028,Dzilam de Bravo,25.0,Cálido
31002,Acanceh,25.0,Cálido
31006,Buctzotz,25.0,Cálido
31104,Yaxcabá,25.0,Cálido
31056,Oxkutzcab,25.0,Cálido
31057,Panabá,25.0,Cálido
31096,Tizimín,25.0,Cálido
31005,Bokobá,25.0,Cálido
31093,Tixkokob,25.0,Cálido
31092,Tixcacalcupul,25.0,Cálido
31084,Temax,25.0,Cálido
31089,Ticul,25.0,Cálido
31079,Tekax,25.0,Cálido
31101,Umán,25.0,Cálido
31102,Valladolid,25.0,Cálido
31071,Sudzal,25.0,Cálido
31069,Sotuta,25.0,Cálido
31061,Río Lagartos,25.0,Cálido
31067,Seyé,25.0,Cálido
31059,Progreso,25.0,Cálido
31065,San Felipe,25.0,Cálido
31018,Chapab,25.0,Cálido
31017,Chankom,25.0,Cálido
31011,Celestún,25.0,Cálido
31008,Calotmul,25.0,Cálido
31062,Sacalum,25.0,Cálido
31038,Hunucmá,25.0,Cálido
31090,Timucuy,25.0,Cálido
31034,Hocabá,25.0,Cálido
31075,Teabo,25.0,Cálido
31030,Dzitás,25.0,Cálido
31041,Kanasín,25.0,Cálido
31042,Kantunil,25.0,Cálido
31021,Chichimilá,25.0,Cálido
31024,Chumayel,25.0,Cálido
31045,Kopomá,25.0,Cálido
31022,Chikindzonot,25.0,Cálido
31073,Tahdziú,25.0,Cálido
31081,Tekom,25.0,Cálido
31083,Telchac Puerto,25.0,Cálido
31044,Kinchil,25.0,Cálido
31001,Abalá,25.0,Cálido
31003,Akil,25.0,Cálido
31004,Baca,25.0,Cálido
31007,Cacalchén,25.0,Cálido
31009,Cansahcab,25.0,Cálido
31016,Chacsinkín,25.0,Cálido
31010,Cantamayec,25.0,Cálido
31012,Cenotillo,25.0,Cálido
31013,Conkal,25.0,Cálido
31015,Cuzamá,25.0,Cálido
31023,Chocholá,25.0,Cálido
31026,Dzemul,25.0,Cálido
31027,Dzidzantún,25.0,Cálido
31031,Dzoncauich,25.0,Cálido
31033,Halachó,25.0,Cálido
31035,Hoctún,25.0,Cálido
31037,Huhí,25.0,Cálido
31043,Kaua,25.0,Cálido
31046,Mama,25.0,Cálido
31051,Mocochá,25.0,Cálido
31053,Muna,25.0,Cálido
31054,Muxupip,25.0,Cálido
31063,Samahil,25.0,Cálido
31068,Sinanché,25.0,Cálido
31020,Chicxulub Pueblo,25.0,Cálido
31070,Sucilá,25.0,Cálido
31072,Suma,25.0,Cálido
31074,Tahmek,25.0,Cálido
31077,Tekal de Venegas,25.0,Cálido
31078,Tekantó,25.0,Cálido
31080,Tekit,25.0,Cálido
31082,Telchac Pueblo,25.0,Cálido
31064,Sanahcat,25.0,Cálido
31086,Tepakán,25.0,Cálido
31087,Tetiz,25.0,Cálido
31055,Opichén,25.0,Cálido
31029,Dzilam González,25.0,Cálido
31088,Teya,25.0,Cálido
31094,Tixmehuac,25.0,Cálido
31095,Tixpéhual,25.0,Cálido
31097,Tunkás,25.0,Cálido
31105,Yaxkukul,25.0,Cálido
31106,Yobaín,25.0,Cálido
31066,Santa Elena,25.0,Cálido
31049,Mayapán,25.0,Cálido
32057,Trancoso,15.0,Templado
32015,El Plateado de Joaquín Amaro,19.0,Semicálido
32017,Guadalupe,13.0,Templado
32019,Jalpa,21.0,Semicálido
32020,Jerez,17.0,Templado
32021,Jiménez del Teul,17.0,Templado
32026,Mazapil,15.0,Templado
32027,Melchor Ocampo,15.0,Templado
32028,Mezquital del Oro,23.0,Cálido
32029,Miguel Auza,15.0,Templado
32038,Pinos,15.0,Templado
32039,Río Grande,15.0,Templado
32003,Atolinga,17.0,Templado
32022,Juan Aldama,15.0,Templado
32048,Tlaltenango de Sánchez Román,19.0,Semicálido
32042,Sombrerete,13.0,Templado
32044,Tabasco,19.0,Semicálido
32049,Valparaíso,15.0,Templado
32050,Vetagrande,15.0,Templado
32051,Villa de Cos,13.0,Templado
32030,Momax,15.0,Templado
32032,Morelos,15.0,Templado
32056,Zacatecas,13.0,Templado
32007,Concepción del Oro,13.0,Templado
32008,Cuauhtémoc,17.0,Templado
32009,Chalchihuites,17.0,Templado
32004,Benito Juárez,15.0,Templado
32054,Villa Hidalgo,15.0,Templado
32024,Loreto,15.0,Templado
32031,Monte Escobedo,19.0,Semicálido
32037,Pánuco,15.0,Templado
32040,Sain Alto,15.0,Templado
32018,Huanusco,19.0,Semicálido
32023,Juchipila,17.0,Templado
32025,Luis Moya,15.0,Templado
32033,Moyahua de Estrada,21.0,Semicálido
32010,Fresnillo,13.0,Templado
32011,Trinidad García de la Cadena,17.0,Templado
32012,Genaro Codina,13.0,Templado
32005,Calera,15.0,Templado
32052,Villa García,15.0,Templado
32013,General Enrique Estrada,15.0,Templado
32041,El Salvador,15.0,Templado
32058,Santa María de la Paz,17.0,Templado
32055,Villanueva,19.0,Semicálido
32053,Villa González Ortega,15.0,Templado
32001,Apozol,17.0,Templado
32002,Apulco,19.0,Semicálido
32016,General Pánfilo Natera,15.0,Templado
32034,Nochistlán de Mejía,19.0,Semicálido
32006,Cañitas de Felipe Pescador,15.0,Templado
32035,Noria de Ángeles,15.0,Templado
32036,Ojocaliente,15.0,Templado
32014,General Francisco R. Murguía,15.0,Templado
32043,Susticacán,15.0,Templado
32045,Tepechitlán,19.0,Semicálido
32046,Tepetongo,15.0,Templado
32047,Teúl de González Ortega,17.0,Templado
